,fino,int1,int2,grueso,solidos,velocidad,potencia,cu,sentidogiro,relacionfinogrueso,relacionfecu,alimreal
2888,38.11,22.72,24.54,14.23,72.35,9.03,23203.73,0.31,1.0,1.5966268446943077,9.903225806451612,4082.27
2889,39.57,22.68,23.87,14.75,72.43,9.14,23361.78,0.31,1.0,1.5376271186440678,9.741935483870968,4071.41
2890,38.38,22.73,23.9,15.63,72.53,9.26,23602.47,0.32,1.0,1.454254638515675,9.53125,4058.19
2895,37.04,21.9,25.27,16.48,72.57,9.11,23902.82,0.31,1.0,1.328883495145631,9.580645161290324,3920.74
2907,40.35,23.43,22.67,12.16,71.6,8.93,22496.64,0.33,1.0,1.9268092105263157,9.909090909090908,3823.8899999999994
2927,38.15,23.37,23.72,13.37,71.57,8.9,22091.42,0.37,1.0,1.7479431563201198,9.18918918918919,3908.7299999999996
2944,40.47,22.73,23.78,14.6,71.58,8.99,22323.69,0.44,1.0,1.5568493150684932,8.34090909090909,3619.29
2945,39.79,22.57,24.66,14.05,72.01,8.89,21964.06,0.44,1.0,1.6064056939501778,8.295454545454545,4005.6899999999996
2946,38.37,22.91,24.5,14.3,72.0,8.79,21798.29,0.42,1.0,1.602097902097902,8.5,3994.87
2947,39.04,22.91,24.42,13.7,72.02,8.83,21943.54,0.42,1.0,1.6722627737226279,8.30952380952381,3983.89
2948,38.76,23.06,23.28,13.75,71.94,8.85,22024.68,0.44,1.0,1.677090909090909,7.954545454545454,4002.38
2949,38.77,23.13,23.9,13.37,72.11,8.86,22079.75,0.41,1.0,1.7299925205684368,8.414634146341465,4040.98
2950,40.01,22.56,24.28,14.1,72.17,8.9,22152.63,0.41,1.0,1.5999999999999999,8.195121951219512,4044.939999999999
2951,36.77,22.33,24.79,15.96,71.99,8.89,22299.45,0.4,1.0,1.3991228070175437,8.05,4012.7699999999995
2952,38.76,22.71,24.31,14.73,72.01,8.9,22051.49,0.41,1.0,1.5417515274949083,7.902439024390245,4001.71
2953,38.58,22.55,24.45,16.06,72.92,8.84,21808.48,0.39,1.0,1.404109589041096,8.282051282051281,4145.43
2954,37.1,22.31,25.38,15.33,73.47,8.85,21929.77,0.4,1.0,1.4553163731245922,8.0,4019.1099999999997
2955,37.91,22.88,24.23,14.73,73.56,8.9,22127.33,0.37,1.0,1.5532926001357772,8.486486486486488,3955.2600000000007
2956,38.62,22.78,25.19,13.37,73.86,8.89,22386.08,0.41,1.0,1.7038145100972328,7.731707317073171,3981.82
2957,40.11,23.09,24.38,12.37,73.33,9.09,22947.46,0.38,1.0,1.8666127728375101,8.18421052631579,3962.99
2958,39.04,23.31,23.32,11.33,72.46,9.0,22482.7,0.37,1.0,2.057369814651368,8.216216216216216,3937.2800000000007
2959,39.04,22.56,24.69,13.7,72.43,8.95,22502.58,0.35,1.0,1.6467153284671532,8.62857142857143,4077.6400000000003
2960,39.15,22.79,24.55,13.6,72.03,9.09,23092.73,0.36,1.0,1.675735294117647,8.36111111111111,4063.5699999999997
2961,40.2,23.04,23.94,12.86,72.08,9.14,23237.48,0.35,1.0,1.791601866251944,8.6,4034.79
2991,39.68,22.53,24.38,14.22,71.9,9.19,23636.9,0.32,1.0,1.5843881856540085,10.6875,4036.41
3340,43.13,23.08,22.09,12.22,74.95,8.75,21602.92,0.33,0.0,1.8887070376432076,11.333333333333334,4113.420000000001
3341,43.2,22.36,23.02,11.04,74.52,8.75,21869.89,0.31,0.0,2.0253623188405796,11.806451612903226,4000.08
3342,42.15,22.75,23.45,12.47,75.08,8.89,22372.08,0.33,0.0,1.8243785084202084,11.333333333333334,4180.43
3343,43.08,22.9,21.96,11.47,74.8,8.89,22056.23,0.33,0.0,1.9965126416739318,11.242424242424242,3809.2999999999997
3344,42.52,22.51,22.7,11.67,75.36,8.89,21877.9,0.33,0.0,1.928877463581834,10.969696969696969,4011.8799999999997
3345,44.72,21.64,23.26,12.5,75.75,8.7,21316.98,0.35,0.0,1.7312,10.942857142857143,4317.93
3346,40.35,22.01,23.25,14.28,74.9,8.5,20973.21,0.31,0.0,1.5413165266106443,11.709677419354838,4085.02
3347,43.49,22.97,22.31,12.9,75.08,8.79,21945.67,0.34,0.0,1.7806201550387595,10.735294117647058,3931.57
3348,41.49,22.3,22.61,14.64,74.99,8.8,22121.65,0.32,0.0,1.523224043715847,11.46875,3978.49
3349,42.49,22.76,22.08,11.16,75.51,8.86,22248.88,0.33,0.0,2.0394265232974913,11.212121212121213,4092.5600000000004
3350,44.15,22.26,22.11,12.71,75.13,8.9,22276.78,0.36,0.0,1.7513768686073958,10.222222222222223,4062.4699999999993
3370,39.24,21.63,24.54,17.18,74.99,8.82,22476.14,0.32,0.0,1.259022118742724,10.6875,3851.36
3371,37.9,21.63,24.86,16.9,75.07,8.96,22821.82,0.33,0.0,1.2798816568047338,10.515151515151516,3891.53
3379,34.49,20.89,24.52,20.15,74.9,9.01,22951.26,0.39,0.0,1.0367245657568238,8.153846153846153,3894.21
3380,34.55,20.7,25.05,20.16,74.89,9.17,23501.03,0.39,0.0,1.0267857142857142,8.384615384615385,3840.6000000000004
3381,33.95,21.17,24.33,20.6,74.98,9.0,22916.87,0.39,0.0,1.0276699029126213,8.410256410256409,3846.2899999999995
3382,33.91,20.65,25.26,20.32,75.08,8.91,22626.23,0.45,0.0,1.0162401574803148,7.266666666666667,4081.0099999999993
3383,33.95,21.32,23.66,19.8,75.12,8.87,22534.64,0.47,0.0,1.0767676767676768,6.9361702127659575,4003.870000000001
3384,38.74,21.55,23.28,17.79,74.99,8.79,22304.7,0.46,0.0,1.211354693648117,7.0,3959.45
3385,35.21,21.69,23.19,19.12,75.39,8.87,22641.2,0.49,0.0,1.1344142259414225,6.510204081632653,4118.470000000001
3386,37.85,21.4,22.42,17.45,75.28,8.99,22847.83,0.51,0.0,1.2263610315186246,6.490196078431373,4057.7099999999996
3387,43.0,21.71,22.85,14.67,75.07,8.86,22342.48,0.51,0.0,1.479890933878664,6.490196078431373,3850.44
3388,38.94,22.5,23.29,14.97,75.17,8.8,22104.94,0.5,0.0,1.503006012024048,6.76,3992.1
3389,41.85,23.1,22.64,12.49,75.09,8.86,22149.22,0.48,0.0,1.8494795836669335,7.041666666666667,4037.74
3390,41.13,22.24,23.18,13.66,75.01,8.79,21976.49,0.49,0.0,1.6281112737920935,7.040816326530613,4035.73
3391,38.89,21.99,22.8,15.33,74.99,8.86,22129.57,0.47,0.0,1.4344422700587083,7.404255319148937,4082.7
3392,43.34,21.39,21.51,14.28,75.07,8.73,21693.61,0.47,0.0,1.4978991596638656,7.23404255319149,4077.2599999999998
3393,40.82,22.43,20.63,13.8,75.02,8.67,21376.02,0.51,0.0,1.6253623188405797,6.784313725490196,4092.85
3394,41.62,22.53,21.98,13.05,74.97,8.64,21369.44,0.51,0.0,1.7264367816091954,6.7254901960784315,4059.58
3395,40.78,22.85,21.98,13.6,74.6,8.7,21704.21,0.56,0.0,1.6801470588235297,6.178571428571428,3895.8499999999995
3396,37.76,22.08,24.01,15.86,74.83,8.94,22772.52,0.54,0.0,1.3921815889029003,6.462962962962963,4012.7100000000005
3397,37.52,22.15,23.9,15.55,74.88,9.01,22948.32,0.55,0.0,1.4244372990353695,6.363636363636363,4027.5400000000004
3398,37.45,21.31,25.07,16.57,75.17,9.05,23026.01,0.52,0.0,1.2860591430295714,6.749999999999999,4057.7300000000005
3399,35.13,20.79,24.79,18.85,74.97,9.11,22916.87,0.52,0.0,1.102917771883289,6.961538461538462,3997.19
3400,37.23,20.44,23.5,19.56,75.22,8.77,22056.11,0.58,0.0,1.0449897750511248,6.258620689655173,4172.39
3401,39.96,21.48,22.78,15.78,75.07,8.66,21651.05,0.53,0.0,1.361216730038023,7.113207547169811,4112.13
3402,37.17,22.42,23.6,15.81,75.12,8.7,21923.8,0.49,0.0,1.4180898165717901,7.775510204081633,4078.3599999999997
3403,39.28,22.42,23.85,15.0,75.03,8.93,22575.58,0.48,0.0,1.4946666666666668,7.979166666666667,3997.4099999999994
3404,37.47,21.71,23.31,15.35,75.02,9.0,22830.1,0.48,0.0,1.4143322475570033,8.0625,4032.19
3405,42.33,22.23,22.82,13.47,75.2,8.91,22364.58,0.46,0.0,1.6503340757238307,8.347826086956522,4138.150000000001
3406,39.17,22.03,22.36,15.72,75.06,8.77,22007.45,0.47,0.0,1.4013994910941476,8.382978723404255,4104.63
3407,39.57,22.38,22.96,14.07,75.02,8.78,21986.47,0.45,0.0,1.5906183368869935,8.844444444444445,4069.87
3408,39.97,22.43,23.44,14.42,75.03,8.85,22352.79,0.42,0.0,1.5554785020804438,9.261904761904763,4102.419999999999
3409,39.5,22.13,23.14,15.77,74.94,8.81,22192.54,0.44,0.0,1.403297400126823,9.0,4050.45
3410,37.59,22.42,23.55,15.77,74.96,8.93,22709.87,0.45,0.0,1.421686746987952,8.866666666666667,4075.8400000000006
3411,36.79,21.27,23.44,18.66,75.35,8.89,22471.03,0.43,0.0,1.139871382636656,9.186046511627907,4158.910000000001
3412,39.82,20.87,21.02,18.76,74.94,8.9,22555.53,0.41,0.0,1.1124733475479744,9.560975609756097,4111.64
3413,40.73,21.97,20.15,15.56,74.96,8.86,22481.15,0.38,0.0,1.4119537275064267,10.289473684210527,4059.8199999999997
3414,40.96,21.89,21.4,16.0,74.85,8.87,22495.18,0.38,0.0,1.368125,10.394736842105264,4058.81
3415,40.72,22.33,20.27,15.76,75.01,8.9,22721.52,0.4,0.0,1.4168781725888324,9.825,4101.52
3416,43.03,22.29,20.32,15.57,75.12,8.98,22831.01,0.41,0.0,1.4315992292870905,9.487804878048781,4050.16
3417,42.8,22.15,20.24,14.0,74.91,8.84,22138.09,0.39,0.0,1.582142857142857,10.051282051282051,4053.9799999999996
3418,42.75,22.09,20.25,13.26,75.0,8.72,21846.94,0.35,0.0,1.6659125188536954,11.257142857142858,4070.8100000000004
3419,40.42,22.14,21.4,14.67,75.07,8.79,22237.07,0.36,0.0,1.50920245398773,10.88888888888889,4030.68
3422,38.44,21.93,22.29,16.21,75.31,8.96,22904.55,0.38,0.0,1.352868599629858,10.447368421052632,3953.2200000000003
3423,47.11,22.27,20.12,11.88,75.09,8.82,22277.38,0.38,0.0,1.8745791245791243,10.736842105263158,4072.07
3424,39.1,21.48,23.56,16.22,75.1,8.92,22786.55,0.36,0.0,1.3242909987669544,11.083333333333334,4110.5599999999995
3425,36.62,21.72,23.34,16.58,75.16,9.01,23010.27,0.34,0.0,1.3100120627261762,11.647058823529411,4077.6299999999997
3426,35.1,21.02,24.28,19.56,75.06,9.2,23404.38,0.36,0.0,1.074642126789366,10.805555555555557,4077.69
3427,36.2,20.95,24.83,17.07,75.06,8.95,22756.68,0.34,0.0,1.2272993555946103,11.617647058823529,4076.3399999999997
3428,36.06,20.85,23.12,20.6,75.03,8.87,22704.98,0.33,0.0,1.0121359223300972,11.909090909090908,4145.59
3429,38.84,20.72,23.27,18.93,74.88,9.01,23248.81,0.35,0.0,1.0945589012150025,11.371428571428572,4063.71
3430,38.1,20.65,23.48,18.4,74.76,8.9,22770.64,0.35,0.0,1.122282608695652,11.371428571428572,4028.8200000000006
3431,35.27,21.01,23.14,20.18,75.0,8.93,22969.06,0.34,0.0,1.0411298315163529,11.88235294117647,4030.19
3432,36.84,21.84,22.48,17.92,74.84,8.95,22799.59,0.37,0.0,1.2187499999999998,11.027027027027028,3999.9600000000005
3433,36.94,22.14,22.33,16.81,74.94,8.82,22461.12,0.35,0.0,1.3170731707317074,11.6,4028.9600000000005
3434,40.53,21.99,22.22,14.37,75.03,8.86,22377.15,0.36,0.0,1.5302713987473904,11.388888888888888,4033.1000000000004
3435,44.0,21.88,20.87,14.84,75.14,8.75,22003.22,0.36,0.0,1.4743935309973046,11.222222222222223,4064.83
3436,44.02,22.49,21.26,14.59,75.15,8.69,21926.46,0.34,0.0,1.5414667580534611,12.02941176470588,4062.3599999999997
3437,42.28,22.02,20.87,14.94,75.03,8.74,21852.24,0.34,0.0,1.4738955823293174,12.088235294117647,4018.86
3438,41.93,21.73,22.02,13.32,74.92,8.75,22067.68,0.34,0.0,1.6313813813813813,11.823529411764703,3982.4400000000005
3439,39.34,21.67,23.07,15.98,74.98,8.8,22230.55,0.36,0.0,1.356070087609512,11.25,4034.22
3440,44.02,21.75,21.28,13.79,75.16,8.86,22286.12,0.36,0.0,1.5772298767222626,11.5,4122.159999999999
3441,45.49,22.03,21.07,12.52,75.13,8.6,21364.58,0.35,0.0,1.7595846645367414,11.885714285714286,4060.5899999999997
3442,44.22,22.48,20.99,12.87,75.07,8.54,21234.27,0.34,0.0,1.746697746697747,12.235294117647058,4070.5499999999997
3443,39.09,22.49,21.15,13.89,74.99,8.7,21622.45,0.36,0.0,1.6191504679625628,11.833333333333334,4080.8100000000004
3444,47.86,22.86,20.17,11.1,74.86,8.64,21466.91,0.35,0.0,2.0594594594594593,11.8,3933.96
3447,43.33,22.09,21.57,14.71,74.98,8.49,20641.28,0.36,0.0,1.5016995241332427,11.750000000000002,4096.219999999999
3448,46.77,22.72,20.12,11.17,74.09,8.49,20720.23,0.36,0.0,2.0340196956132495,11.777777777777779,3980.7200000000003
3449,45.73,22.1,20.79,11.83,74.93,8.49,20710.04,0.35,0.0,1.8681318681318682,12.085714285714287,4026.1600000000003
3450,47.09,22.67,20.08,10.75,74.97,8.49,20711.38,0.34,0.0,2.1088372093023255,12.205882352941178,4095.0699999999997
3451,44.91,22.49,21.38,12.06,74.91,8.54,20977.39,0.37,0.0,1.864842454394693,11.108108108108109,4051.94
3452,43.7,22.51,21.5,11.82,74.9,8.61,21125.53,0.35,0.0,1.9043993231810492,11.457142857142857,4041.45
3453,42.76,22.52,22.13,12.62,74.92,8.63,21374.39,0.36,0.0,1.7844690966719494,11.083333333333334,3989.1499999999996
3454,43.03,22.5,22.05,13.33,74.94,8.73,21699.07,0.34,0.0,1.6879219804951238,11.823529411764703,4075.6799999999994
3455,43.55,22.4,21.5,12.12,74.91,8.68,21339.15,0.37,0.0,1.8481848184818481,10.891891891891893,4019.4500000000007
3456,44.37,22.76,20.52,11.28,74.92,8.49,20630.09,0.36,0.0,2.017730496453901,11.166666666666666,4032.2400000000002
3457,47.48,22.72,19.75,10.91,75.1,8.5,20470.69,0.33,0.0,2.082493125572869,11.848484848484848,4060.54
3458,43.84,22.6,21.52,11.3,74.79,8.52,20841.93,0.35,0.0,2.0,11.285714285714286,4016.9599999999996
3459,43.28,22.65,22.04,12.69,75.07,8.72,21550.41,0.34,0.0,1.784869976359338,11.588235294117647,4046.959999999999
3460,40.9,21.91,22.6,14.24,75.01,8.75,21673.74,0.35,0.0,1.538623595505618,11.371428571428572,4033.21
3462,43.32,22.15,21.47,11.87,75.19,8.5,21024.02,0.35,0.0,1.8660488626790228,11.142857142857144,4068.5900000000006
3463,44.28,22.12,20.92,12.35,75.25,8.64,21214.5,0.35,0.0,1.791093117408907,11.314285714285715,4123.860000000001
3466,43.77,22.57,22.33,12.28,74.98,8.66,21580.8,0.36,0.0,1.8379478827361564,11.055555555555555,4036.98
3467,42.94,22.73,21.42,12.3,74.96,8.73,21608.84,0.36,0.0,1.8479674796747967,11.11111111111111,3989.3499999999995
3468,42.42,22.15,22.35,12.36,75.02,8.63,21387.06,0.34,0.0,1.7920711974110033,11.52941176470588,4011.16
3469,43.35,22.28,22.1,13.07,74.87,8.61,21315.84,0.37,0.0,1.7046671767406274,10.72972972972973,4001.25
3470,41.09,22.79,22.11,13.12,74.99,8.6,21142.04,0.34,0.0,1.7370426829268293,11.647058823529411,4064.23
3471,43.84,22.14,22.61,13.54,75.07,8.63,21471.42,0.35,0.0,1.635155096011817,11.114285714285716,4082.4700000000003
3472,43.02,22.62,21.39,12.0,74.9,8.49,20975.67,0.33,0.0,1.885,11.757575757575756,4022.04
3473,45.54,22.66,20.48,10.55,74.81,8.6,21181.4,0.32,0.0,2.147867298578199,11.90625,4016.64
3474,45.75,22.74,21.6,11.15,75.16,8.7,21568.54,0.34,0.0,2.0394618834080713,11.352941176470587,4067.6399999999994
3475,44.52,22.39,21.52,12.03,74.96,8.68,21457.55,0.36,0.0,1.86118038237739,10.777777777777779,4054.5699999999993
3476,44.79,22.84,20.38,9.88,74.92,8.57,21121.99,0.38,0.0,2.311740890688259,10.236842105263158,3992.6200000000003
3477,49.28,22.98,20.12,10.05,75.0,8.59,21076.61,0.35,0.0,2.2865671641791043,11.057142857142859,4044.39
3478,44.64,22.73,22.23,11.45,75.13,8.79,22049.66,0.33,0.0,1.9851528384279478,11.727272727272727,4010.49
3479,44.22,22.71,22.87,12.4,75.02,8.92,22573.59,0.32,0.0,1.831451612903226,11.71875,4019.2199999999993
3481,42.82,22.9,20.8,13.05,75.13,8.61,21302.88,0.33,0.0,1.754789272030651,11.363636363636363,4056.91
3482,44.17,21.9,21.27,11.53,75.14,8.64,21650.54,0.35,0.0,1.8993928881179531,10.62857142857143,4028.6600000000003
3484,42.34,22.17,23.09,11.9,75.07,8.79,21922.87,0.33,0.0,1.8630252100840337,11.363636363636363,4012.8300000000004
3485,47.73,22.85,19.14,8.78,76.02,8.62,21030.78,0.33,0.0,2.6025056947608203,11.121212121212121,4012.2799999999997
3487,41.84,23.33,21.8,11.7,75.1,8.74,21757.74,0.32,0.0,1.994017094017094,11.375,4071.59
3488,43.25,22.15,21.84,11.84,75.05,8.8,21999.45,0.34,0.0,1.870777027027027,10.647058823529411,3991.81
3491,43.37,23.86,22.71,11.07,75.2,8.62,21378.23,0.32,0.0,2.1553748870822043,11.46875,4057.38
3492,42.93,23.04,22.39,11.79,74.91,8.76,21622.44,0.32,0.0,1.954198473282443,11.4375,3938.5400000000004
3493,39.02,22.44,24.72,13.18,74.91,8.67,21464.53,0.32,0.0,1.7025796661608499,11.375,3960.4199999999996
3494,38.85,22.05,24.67,15.8,74.9,8.74,21757.61,0.32,0.0,1.3955696202531644,11.749999999999998,3989.32
3495,37.72,21.22,23.92,16.19,75.16,8.73,21752.07,0.31,0.0,1.310685608400247,11.709677419354838,4066.13
3496,36.28,20.81,24.07,18.01,74.98,8.75,21878.29,0.31,0.0,1.155469183786785,12.0,4024.4300000000003
3497,37.93,21.53,22.66,17.2,75.09,8.6,21315.1,0.32,0.0,1.2517441860465117,11.28125,4047.5200000000004
3498,38.06,21.54,21.9,18.27,75.02,8.66,21493.26,0.31,0.0,1.1789819376026272,11.870967741935484,4078.7599999999993
3499,37.82,21.74,20.63,17.78,74.95,8.67,21569.87,0.32,0.0,1.2227221597300335,11.3125,3945.01
3500,42.21,22.03,20.76,14.68,75.05,8.51,20929.55,0.34,0.0,1.500681198910082,10.823529411764705,4035.2999999999997
3501,42.53,21.92,20.7,14.87,75.15,8.49,20931.04,0.32,0.0,1.4741089441829187,11.8125,4125.56
3502,42.01,22.12,21.42,14.32,75.41,8.65,21290.27,0.32,0.0,1.5446927374301676,11.40625,4225.759999999999
3503,44.15,22.53,20.45,13.28,75.62,8.64,21282.13,0.33,0.0,1.6965361445783134,11.06060606060606,4129.31
3504,45.62,22.4,20.05,12.97,75.72,8.61,20965.57,0.35,0.0,1.7270624518118733,10.485714285714286,4069.5300000000007
3505,44.51,22.73,20.77,11.23,75.9,8.54,20537.0,0.32,0.0,2.0240427426536063,11.15625,4113.599999999999
3506,48.97,22.86,19.32,10.4,75.91,8.51,20248.2,0.33,0.0,2.198076923076923,11.03030303030303,4057.579999999999
3507,48.62,22.65,19.54,10.11,76.01,8.45,20078.68,0.34,0.0,2.2403560830860534,10.470588235294118,4075.1099999999997
3508,48.9,22.86,19.37,10.87,75.92,8.59,20596.4,0.32,0.0,2.1030358785648575,10.9375,4012.9399999999996
3509,46.53,23.04,19.67,9.39,75.89,8.57,20667.73,0.31,0.0,2.4536741214057507,11.580645161290322,4094.92
3510,43.28,22.54,20.93,12.93,75.85,8.65,21076.03,0.34,0.0,1.74323279195669,10.676470588235293,4077.6699999999996
3511,43.8,22.5,21.59,12.66,75.65,8.73,21267.62,0.36,0.0,1.7772511848341233,9.916666666666666,3925.6400000000003
3512,45.21,22.88,20.37,11.98,75.99,8.53,20687.52,0.34,0.0,1.9098497495826376,10.617647058823529,4152.59
3513,47.19,22.68,20.24,10.81,75.95,8.62,20906.06,0.36,0.0,2.0980573543015724,9.777777777777779,4032.6799999999994
3514,44.11,23.58,20.49,11.82,75.98,8.66,21056.39,0.36,0.0,1.9949238578680202,9.61111111111111,4070.2999999999997
3515,43.5,22.8,22.03,12.51,76.05,8.82,21619.18,0.37,0.0,1.8225419664268585,9.54054054054054,4068.2799999999997
3516,42.78,22.71,22.85,12.91,75.88,8.77,21552.93,0.4,0.0,1.7591014717273432,8.7,3981.2799999999997
3517,39.16,21.76,23.87,14.41,75.92,8.75,21545.12,0.37,0.0,1.5100624566273422,9.324324324324325,4018.33
3518,40.65,22.05,22.73,13.78,75.95,8.75,21439.67,0.33,0.0,1.600145137880987,10.545454545454545,4161.37
3519,38.85,22.11,22.42,13.44,76.02,8.69,21271.05,0.36,0.0,1.6450892857142858,9.472222222222223,4169.33
3520,38.71,22.19,23.14,15.18,75.95,8.77,21517.05,0.35,0.0,1.4617918313570488,9.857142857142858,4156.049999999999
3521,41.74,22.07,23.02,14.47,76.02,8.84,21900.1,0.36,0.0,1.525224602626123,9.61111111111111,4172.7
3522,38.9,21.79,22.87,16.81,76.0,8.83,22065.79,0.38,0.0,1.296252230814991,9.210526315789474,4187.3
3523,38.94,21.6,22.51,16.95,75.99,8.76,21511.82,0.38,0.0,1.274336283185841,9.210526315789474,4233.87
3524,39.27,22.26,22.52,14.37,76.17,8.67,21298.78,0.37,0.0,1.549060542797495,9.405405405405405,4195.39
3525,37.81,22.38,23.24,15.48,75.93,8.83,21880.77,0.37,0.0,1.445736434108527,9.567567567567568,4200.47
3526,44.03,21.74,22.03,13.68,75.94,8.9,22012.66,0.37,0.0,1.5891812865497075,9.486486486486486,4206.68
3527,44.91,22.39,20.7,12.54,76.07,8.64,21116.9,0.35,0.0,1.7854864433811803,10.171428571428573,4235.049999999999
3528,42.01,22.6,21.92,14.01,75.94,8.67,21378.73,0.35,0.0,1.6131334760885083,10.257142857142858,4150.36
3529,44.28,22.46,21.0,13.46,75.9,8.71,21487.02,0.33,0.0,1.6686478454680536,10.818181818181817,3957.7900000000004
3530,43.32,22.53,21.44,13.54,75.93,8.67,21249.96,0.36,0.0,1.6639586410635157,9.972222222222221,4023.6899999999996
3531,40.51,22.05,22.5,15.45,75.96,8.68,21637.72,0.35,0.0,1.4271844660194175,10.22857142857143,4094.7699999999995
3532,39.92,22.05,22.28,14.59,76.08,8.7,21583.43,0.34,0.0,1.5113091158327623,10.647058823529411,4080.68
3533,39.25,22.02,23.19,15.93,76.0,8.79,22111.53,0.33,0.0,1.3822975517890772,10.939393939393938,4053.4
3534,37.07,22.11,22.9,17.15,75.76,8.9,22558.29,0.33,0.0,1.2892128279883384,10.939393939393938,3997.6299999999997
3535,41.53,22.68,20.86,14.71,75.83,8.76,21771.55,0.35,0.0,1.5418082936777702,10.257142857142858,4033.6
3536,41.86,22.38,21.09,13.11,75.93,8.58,21171.31,0.33,0.0,1.7070938215102975,10.575757575757576,4065.8399999999997
3537,45.03,22.27,20.96,12.45,76.13,8.69,21436.12,0.31,0.0,1.7887550200803213,11.32258064516129,4061.17
3538,42.87,22.52,20.81,12.92,76.41,8.65,21388.06,0.31,0.0,1.743034055727554,11.419354838709678,4205.91
3539,46.38,22.78,20.02,11.92,76.06,8.62,21317.29,0.32,0.0,1.911073825503356,11.0625,4096.150000000001
3540,45.93,22.44,20.11,11.54,76.04,8.64,21177.9,0.32,0.0,1.9445407279029465,10.84375,4036.32
3541,43.62,22.62,20.82,12.38,76.18,8.55,20858.63,0.32,0.0,1.827140549273021,10.875,4073.9700000000007
3542,43.11,22.75,21.23,11.08,76.14,8.56,20811.79,0.34,0.0,2.053249097472924,10.26470588235294,4084.8000000000006
3543,43.57,22.48,21.33,11.78,75.82,8.76,21539.97,0.32,0.0,1.908319185059423,10.90625,3997.04
3544,45.1,22.62,20.16,12.23,76.03,8.61,21101.05,0.33,0.0,1.849550286181521,10.545454545454545,3999.55
3545,42.0,22.33,21.91,14.02,76.09,8.68,21331.73,0.32,0.0,1.5927246790299572,11.09375,4115.72
3546,43.34,22.61,21.83,13.53,75.82,8.67,21414.65,0.34,0.0,1.6711012564671102,10.294117647058822,4117.419999999999
3547,43.85,22.49,21.38,13.01,76.09,8.75,21678.82,0.32,0.0,1.7286702536510377,10.968749999999998,4100.21
3548,43.82,22.72,21.48,11.8,76.0,8.64,21304.21,0.34,0.0,1.9254237288135592,10.352941176470587,4181.19
3549,45.73,22.77,20.2,10.83,75.88,8.63,21179.62,0.36,0.0,2.102493074792244,10.0,4024.7800000000007
3550,47.11,22.77,21.11,10.16,75.96,8.7,21361.27,0.34,0.0,2.2411417322834644,10.705882352941176,4135.74
3551,37.25,21.34,25.17,15.08,75.61,8.96,22631.63,0.31,0.0,1.4151193633952255,11.548387096774194,4022.4799999999996
3552,38.32,22.23,22.66,15.43,75.56,8.93,22575.45,0.32,0.0,1.440699935191186,11.25,3985.5199999999995
3553,43.72,22.74,21.82,12.26,75.97,8.89,22488.74,0.32,0.0,1.8548123980424143,11.1875,4066.85
3554,42.06,21.71,21.7,13.46,75.91,8.8,22187.43,0.32,0.0,1.612927191679049,11.09375,3988.2
3555,41.82,22.36,22.47,12.99,76.01,8.87,22519.54,0.33,0.0,1.7213240954580447,10.696969696969695,3956.61
3556,42.33,22.63,21.84,13.53,76.01,8.87,22500.36,0.31,0.0,1.672579453067258,11.193548387096774,3987.08
3557,42.32,22.01,22.48,14.17,76.24,8.98,22880.45,0.32,0.0,1.5532815808045166,10.78125,4010.95
3558,39.98,22.47,22.0,14.41,75.81,9.03,23008.51,0.32,0.0,1.5593337959750173,10.875,4036.03
3559,41.93,22.64,22.69,12.99,76.22,8.89,22466.78,0.31,0.0,1.7428791377983064,11.161290322580646,4048.83
3561,42.7,22.66,21.07,12.46,76.02,8.8,22059.97,0.31,0.0,1.8186195826645264,11.096774193548386,4032.9500000000007
3562,37.45,21.61,23.54,16.11,75.81,8.98,22974.7,0.32,0.0,1.3414028553693358,10.78125,4045.68
3568,38.89,22.05,23.15,15.58,75.87,8.85,22398.87,0.31,0.0,1.4152759948652118,11.0,3918.4399999999996
3570,42.2,22.32,22.62,14.41,76.06,8.83,22321.64,0.33,0.0,1.5489243580846634,10.575757575757576,4054.4399999999996
3573,36.11,20.98,23.66,18.04,75.77,9.0,22987.88,0.31,0.0,1.1629711751662972,11.387096774193548,3983.6499999999996
3574,39.08,21.81,23.58,16.38,75.84,8.97,22784.4,0.31,0.0,1.3315018315018314,11.129032258064516,3978.51
3576,38.66,21.76,23.06,16.71,75.9,9.01,22949.45,0.33,0.0,1.3022142429682826,10.727272727272727,4034.66
3577,42.01,21.97,22.52,15.11,76.06,8.86,22487.68,0.31,0.0,1.4540039708802117,11.290322580645162,4081.74
3578,42.97,22.5,21.74,14.56,76.13,8.75,22065.51,0.35,0.0,1.5453296703296702,10.114285714285716,4067.2799999999997
3579,42.64,22.28,21.1,13.5,76.15,8.64,21518.69,0.33,0.0,1.6503703703703705,10.545454545454545,4027.48
3581,37.33,21.88,24.22,17.52,76.03,9.18,23649.1,0.31,0.0,1.2488584474885844,11.258064516129034,4050.1800000000003
3583,36.12,21.46,23.51,18.89,75.3,9.16,23588.82,0.33,0.0,1.1360508205399682,10.666666666666666,3990.04
3584,37.37,21.46,24.46,16.93,75.29,9.0,23010.02,0.31,0.0,1.2675723567631425,11.193548387096774,3978.34
3585,39.93,21.87,24.43,15.26,75.42,8.96,23013.37,0.32,0.0,1.4331585845347314,10.8125,4027.2299999999996
