,fino,int1,int2,grueso,solidos,velocidad,potencia,cu,sentidogiro,relacionfinogrueso,relacionfecu,alimreal
4038,41.64,23.85,23.94,11.18,74.87,9.0,23294.7,0.39,0.0,2.1332737030411453,8.179487179487179,3958.84
4039,37.74,23.55,24.5,13.91,75.04,9.09,23521.73,0.39,0.0,1.6930265995686558,8.076923076923077,3931.2100000000005
4040,37.3,22.25,27.67,14.06,74.97,9.09,23719.56,0.37,0.0,1.5825035561877667,8.378378378378379,3941.46
4041,37.43,23.1,26.15,12.79,74.91,9.08,23767.8,0.36,0.0,1.8060985144644255,8.5,3917.42
4042,35.73,22.73,25.65,15.5,74.68,9.02,23909.2,0.35,0.0,1.466451612903226,8.771428571428572,3957.95
4064,36.04,22.07,26.83,16.35,73.61,9.1,23887.46,0.36,0.0,1.3498470948012231,9.055555555555555,3900.95
4219,34.29,21.28,27.59,17.18,72.6,9.04,23507.44,0.49,0.0,1.2386495925494763,7.795918367346939,3999.1599999999994
4220,37.62,22.99,25.55,14.61,72.42,9.09,23425.46,0.51,0.0,1.573579739904175,7.470588235294118,4064.25
4221,36.67,22.69,26.53,14.53,72.24,9.1,23551.99,0.56,0.0,1.5615966964900208,7.160714285714285,4131.68
4223,36.89,22.27,25.77,14.6,73.14,8.99,23423.95,0.57,0.0,1.5253424657534247,6.947368421052632,4068.1500000000005
4224,39.69,22.52,26.7,13.66,73.23,9.09,23827.0,0.6,0.0,1.6486090775988287,6.616666666666667,4230.030000000001
4225,38.62,23.08,26.29,13.76,73.0,9.14,23896.34,0.62,0.0,1.6773255813953487,6.580645161290323,4125.5
4226,37.72,22.92,26.53,13.46,72.97,9.09,23898.73,0.59,0.0,1.7028231797919762,6.830508474576272,3972.6499999999996
4227,39.51,23.01,27.33,12.56,72.91,8.96,23894.26,0.6,0.0,1.8320063694267517,6.733333333333333,3921.3199999999997
4229,40.42,23.26,25.77,11.88,71.76,9.18,23872.03,0.6,0.0,1.9579124579124578,6.783333333333334,3760.12
4230,37.82,22.82,26.57,13.57,72.16,9.24,23782.24,0.63,0.0,1.681650700073692,6.809523809523809,4066.6600000000003
4231,36.96,22.51,26.83,13.85,71.8,9.0,23216.04,0.38,0.0,1.625270758122744,11.31578947368421,4199.390000000001
4232,37.57,22.84,26.04,14.25,71.86,9.05,23378.3,0.7,0.0,1.6028070175438596,6.2285714285714295,4163.150000000001
4233,35.29,22.21,27.23,14.62,71.92,9.09,23520.86,0.72,0.0,1.5191518467852259,6.013888888888889,3942.7299999999996
4234,35.26,22.59,27.36,14.01,72.49,9.06,23889.38,0.74,0.0,1.6124197002141327,5.851351351351352,3969.7000000000003
4273,45.3,24.24,21.51,9.07,73.95,8.64,20771.92,0.39,0.0,2.6725468577728773,9.179487179487179,3928.21
4281,40.11,22.94,23.78,13.49,75.07,8.52,20243.81,0.39,0.0,1.7005189028910304,10.282051282051281,4042.0200000000004
4289,36.2,22.89,24.14,16.21,74.87,8.55,20545.82,0.39,0.0,1.4120913016656385,10.282051282051281,3996.4900000000002
4337,33.42,21.26,26.52,18.1,75.04,8.83,22179.35,0.39,0.0,1.174585635359116,10.564102564102564,3992.91
4345,35.56,22.39,25.4,15.88,75.01,8.78,21578.16,0.39,0.0,1.4099496221662469,10.282051282051281,3962.2200000000003
4353,41.22,22.37,24.15,13.9,75.28,8.69,20989.57,0.39,0.0,1.6093525179856116,9.948717948717949,4044.78
4376,41.62,22.56,21.52,12.58,75.12,8.57,20764.04,0.73,0.0,1.7933227344992049,4.616438356164384,4087.04
4377,39.91,22.26,22.82,14.21,75.18,8.86,21994.36,0.67,0.0,1.5665024630541873,4.91044776119403,4161.6
4378,41.87,23.04,22.09,13.71,75.24,8.83,22003.56,0.66,0.0,1.6805251641137855,5.151515151515151,4079.1100000000006
4379,42.03,22.99,22.46,14.25,74.87,8.77,21778.37,0.61,0.0,1.6133333333333333,5.262295081967213,3956.2700000000004
4380,42.04,22.49,23.07,13.36,72.32,8.77,21620.97,0.65,0.0,1.6833832335329342,5.030769230769231,3976.4299999999994
4381,38.55,22.22,22.41,15.62,75.15,8.77,21759.19,0.65,0.0,1.4225352112676057,5.030769230769231,4063.0800000000004
4382,40.12,21.63,21.93,15.77,75.03,8.8,21549.41,0.66,0.0,1.371591629676601,5.121212121212121,4018.2200000000003
4383,39.84,22.41,22.6,15.43,74.98,8.72,21511.97,0.64,0.0,1.4523655217109528,5.421875,4033.51
4384,39.16,22.39,22.6,15.38,74.91,8.77,21362.53,0.67,0.0,1.455786736020806,5.313432835820895,3995.7000000000003
4385,40.11,22.11,22.37,16.33,74.83,8.65,20862.79,0.7,0.0,1.3539497856705451,5.128571428571429,4153.74
4386,38.11,21.7,22.8,16.46,74.75,8.64,20772.73,0.7,0.0,1.318347509113001,4.857142857142858,4062.8399999999997
4388,39.53,21.65,23.04,16.1,74.98,8.83,21706.36,0.69,0.0,1.3447204968944098,5.260869565217392,4044.84
4389,41.07,22.11,23.45,14.77,75.12,8.86,21902.48,0.7,0.0,1.4969532836831414,5.185714285714286,4092.1500000000005
4390,39.11,21.63,23.66,14.38,75.06,8.82,22096.71,0.68,0.0,1.5041724617524337,5.352941176470588,4021.89
4391,36.66,22.36,24.98,14.51,74.93,8.79,21711.98,0.7,0.0,1.5410062026188835,5.128571428571429,3993.5200000000004
4392,38.55,22.2,24.53,13.55,74.95,8.86,22208.26,0.69,0.0,1.6383763837638374,5.304347826086957,3983.1899999999996
4393,41.6,23.05,23.89,13.32,75.04,8.84,21870.05,0.65,0.0,1.7304804804804805,5.553846153846154,3971.66
4394,37.63,22.92,24.99,13.61,75.27,8.8,22025.27,0.7,0.0,1.684055841293167,5.300000000000001,4227.67
4395,39.18,23.08,25.09,13.41,75.41,8.91,22417.17,0.72,0.0,1.72110365398956,5.194444444444445,4253.139999999999
4396,38.78,22.78,23.8,14.43,75.17,8.85,21896.98,0.72,0.0,1.5786555786555787,4.944444444444445,4240.32
4397,38.52,22.53,24.25,14.89,74.98,9.09,22787.98,0.72,1.0,1.5130960376091336,5.222222222222222,4153.800000000001
4398,39.72,21.63,23.41,15.27,75.02,8.59,20793.18,0.69,0.0,1.4165029469548134,5.463768115942029,4147.039999999999
4399,38.31,22.61,24.32,15.82,75.01,8.81,21827.05,0.71,0.0,1.4292035398230087,5.23943661971831,4214.76
4400,39.11,22.86,24.59,14.23,75.1,8.87,22037.21,0.73,0.0,1.60646521433591,5.260273972602739,4152.07
4401,39.55,22.24,23.86,15.17,75.03,8.85,22183.94,0.71,0.0,1.4660514172709294,5.422535211267606,4131.22
4402,37.26,22.29,25.18,14.46,72.18,8.83,22184.4,0.72,0.0,1.5414937759336098,4.722222222222222,4139.410000000001
4403,39.51,22.01,24.56,15.41,74.83,8.77,21755.19,0.67,0.0,1.428293316028553,5.716417910447761,4093.9699999999993
4404,35.79,22.22,24.51,15.66,74.95,8.78,21792.14,0.65,0.0,1.4189016602809705,4.984615384615385,4060.2899999999995
4405,42.8,22.4,24.25,15.53,74.92,8.74,21610.56,0.66,0.0,1.442369607211848,5.727272727272727,4027.4500000000003
4406,40.94,21.63,23.28,15.27,72.18,8.78,21774.34,0.65,0.0,1.4165029469548134,5.8769230769230765,4044.3400000000006
4407,39.01,22.27,23.06,14.15,74.91,9.19,23277.73,0.63,1.0,1.573851590106007,6.0476190476190474,4061.2299999999996
4408,42.53,22.16,23.13,13.62,74.65,8.56,20670.69,0.65,0.0,1.6270190895741559,5.907692307692307,3925.43
4409,39.77,21.89,23.02,14.25,75.15,8.59,20625.41,0.39,0.0,1.536140350877193,9.871794871794872,4121.61
4410,41.29,22.0,22.73,14.38,74.84,8.64,20923.89,0.62,0.0,1.5299026425591098,5.483870967741935,4086.0600000000004
4411,39.51,21.61,23.46,16.05,75.11,8.7,21210.85,0.63,0.0,1.346417445482866,6.095238095238095,4114.01
4412,40.4,22.31,22.0,15.29,72.32,8.55,20401.37,0.64,0.0,1.459123610202747,6.171875,4002.7599999999998
4414,38.82,22.21,23.42,15.1,75.08,8.48,20131.24,0.6,0.0,1.4708609271523179,6.366666666666666,4063.5099999999998
4415,38.6,21.86,24.55,16.18,75.04,8.56,20230.53,0.38,0.0,1.3510506798516688,8.631578947368421,4068.23
4418,37.58,23.03,21.91,12.23,74.86,8.53,20109.06,0.61,0.0,1.883074407195421,6.360655737704918,4037.08
4421,42.2,22.4,21.86,12.83,74.96,9.09,22787.98,0.63,1.0,1.745908028059236,6.253968253968254,4033.5800000000004
4427,39.51,22.72,24.55,16.68,76.81,8.33,23277.73,0.38,0.0,1.3621103117505995,8.631578947368421,4123.9
4429,42.8,21.49,22.73,16.06,72.49,9.09,20296.62,0.63,1.0,1.338107098381071,6.190476190476191,3992.2300000000005
4430,37.58,21.63,23.01,15.58,72.18,9.0,20146.9,0.62,1.0,1.388318356867779,6.274193548387097,4018.3199999999997
4431,39.51,22.72,24.55,16.67,76.15,9.19,23277.73,0.65,1.0,1.3629274145170964,6.015384615384615,3996.8
4432,37.97,22.31,24.74,13.55,76.16,8.65,23138.45,0.57,0.0,1.6464944649446493,6.754385964912282,4102.05
4433,41.68,22.75,24.25,12.55,76.08,8.57,22787.98,0.39,0.0,1.8127490039840637,9.58974358974359,4158.94
4437,42.8,21.73,22.92,15.27,72.49,9.09,20363.7,0.56,1.0,1.4230517354289458,6.535714285714286,3987.7000000000007
4439,39.51,22.72,24.55,12.38,76.06,9.19,23277.73,0.54,1.0,1.835218093699515,6.648148148148147,4069.42
4440,44.04,22.31,24.74,13.55,75.98,8.3,23138.45,0.57,0.0,1.6464944649446493,6.210526315789474,4098.1900000000005
4441,46.32,22.19,24.25,12.55,75.89,8.3,22787.98,0.39,0.0,1.7681274900398407,9.256410256410255,4182.610000000001
4447,39.51,22.72,24.55,13.27,75.82,9.19,23277.73,0.5,1.0,1.7121326299924642,6.98,3992.7000000000007
4448,41.76,22.31,24.74,13.55,76.08,8.7,23138.45,0.51,0.0,1.6464944649446493,6.803921568627452,3963.6200000000003
4449,40.96,22.15,24.25,12.55,76.09,8.66,22787.98,0.39,0.0,1.7649402390438245,8.923076923076923,4165.38
4450,40.39,22.22,22.64,15.27,76.1,8.54,20467.79,0.4,0.0,1.4551407989521938,8.5,4070.9300000000003
4451,42.46,21.89,22.45,13.23,76.22,8.52,20303.02,0.38,0.0,1.654572940287226,8.631578947368421,3999.41
4455,39.51,22.72,24.55,13.52,76.06,9.19,23277.73,0.49,1.0,1.680473372781065,7.122448979591837,3999.4199999999996
4456,38.33,22.31,24.74,13.55,76.1,9.09,23138.45,0.51,1.0,1.6464944649446493,6.88235294117647,4038.32
4457,41.74,22.22,24.25,12.55,76.04,8.47,22787.98,0.39,0.0,1.7705179282868524,8.82051282051282,4169.5199999999995
4458,44.08,22.2,25.77,15.27,76.03,8.53,22834.21,0.4,0.0,1.4538310412573674,8.5,4056.92
4462,37.58,21.63,23.37,15.74,72.18,9.0,20675.66,0.54,1.0,1.3742058449809402,6.537037037037036,4073.2000000000003
4463,39.51,22.72,24.55,14.72,72.67,9.19,23277.73,0.58,1.0,1.543478260869565,5.9655172413793105,4054.2000000000007
4464,38.33,22.31,24.74,13.55,75.86,9.09,23138.45,0.56,1.0,1.6464944649446493,6.321428571428571,4045.42
4465,39.99,22.22,24.25,12.55,75.98,8.81,22787.98,0.39,0.0,1.7705179282868524,8.82051282051282,4126.610000000001
4466,39.27,21.42,25.77,15.27,76.0,8.82,22834.21,0.4,0.0,1.4027504911591357,8.5,3966.6600000000003
4467,39.86,22.67,22.8,13.72,76.02,8.74,20871.18,0.38,0.0,1.652332361516035,8.631578947368421,3999.41
4468,39.79,23.11,23.75,13.3,72.32,8.62,20498.15,0.37,0.0,1.7375939849624058,8.756756756756758,4057.9299999999994
4469,42.8,22.96,23.17,13.25,72.49,9.09,20732.6,0.7,1.0,1.7328301886792454,4.757142857142857,4034.1499999999996
4473,44.96,22.22,24.25,12.55,75.96,8.88,22787.98,0.39,0.0,1.7705179282868524,8.871794871794872,4059.3700000000003
4474,45.3,24.66,25.77,15.27,75.89,8.77,22834.21,0.4,0.0,1.6149312377210217,8.5,3936.0600000000004
4475,43.03,24.57,21.95,13.72,76.0,8.63,20513.35,0.38,0.0,1.7908163265306123,8.631578947368421,3999.41
4476,42.99,24.32,22.82,9.6,72.32,8.67,20281.85,0.37,0.0,2.5333333333333337,8.756756756756758,4057.9299999999994
4479,39.51,22.72,24.55,10.95,72.67,9.19,23277.73,0.72,1.0,2.0748858447488585,4.819444444444445,3920.13
4481,44.16,22.22,24.25,12.55,75.94,8.74,22787.98,0.39,0.0,1.7705179282868524,8.794871794871796,4226.19
4482,42.43,23.17,25.77,15.27,75.87,8.56,22834.21,0.4,0.0,1.5173542894564507,8.5,3982.3700000000003
4483,40.36,23.12,22.78,13.72,76.03,8.82,20666.05,0.38,0.0,1.685131195335277,8.631578947368421,3999.41
4484,40.28,23.26,23.56,12.28,72.32,8.7,20476.05,0.37,0.0,1.8941368078175898,8.756756756756758,4057.9299999999994
4485,42.8,23.84,22.5,12.68,72.49,9.09,20475.74,0.66,1.0,1.8801261829652998,5.045454545454545,3919.49
4490,40.19,22.66,25.77,15.27,76.12,8.75,22834.21,0.4,0.0,1.483955468238376,8.5,3949.1800000000003
4491,42.41,23.0,23.28,13.72,76.13,8.69,20542.51,0.38,0.0,1.6763848396501457,8.631578947368421,3999.41
4492,41.8,22.65,22.52,11.21,72.32,8.68,20374.3,0.37,0.0,2.020517395182872,8.756756756756758,4057.9299999999994
4493,42.8,22.83,21.13,11.07,72.49,9.09,20693.17,0.6,1.0,2.062330623306233,5.550000000000001,3841.5200000000004
4498,43.58,22.8,25.77,15.27,75.86,8.65,22834.21,0.4,0.0,1.4931237721021613,8.5,4019.4800000000005
4499,42.04,22.57,22.19,13.72,75.95,8.76,20627.14,0.38,0.0,1.6450437317784257,8.631578947368421,3999.41
4500,43.01,22.73,21.98,12.21,72.32,8.62,20034.71,0.37,0.0,1.8615888615888614,8.756756756756758,4057.9299999999994
4505,46.02,22.22,24.25,12.55,75.05,8.5,22787.98,0.39,0.0,1.7705179282868524,8.410256410256409,3982.2699999999995
4506,45.35,22.7,25.77,15.27,75.9,8.62,22834.21,0.4,0.0,1.4865749836280289,8.5,4012.21
4508,41.61,21.84,22.27,15.43,72.32,8.61,20221.34,0.37,0.0,1.4154244977316914,8.756756756756758,4057.9299999999994
4510,37.58,21.63,21.79,13.02,72.18,9.0,20256.06,0.49,1.0,1.6612903225806452,6.551020408163265,4116.240000000001
4511,39.51,22.72,24.55,13.92,72.67,9.19,23277.73,0.48,1.0,1.632183908045977,6.541666666666667,4042.17
4512,38.33,22.31,24.74,13.55,76.06,9.09,23138.45,0.47,1.0,1.6464944649446493,6.787234042553192,4075.94
4513,45.09,22.22,24.25,12.55,76.09,8.45,22787.98,0.39,0.0,1.7705179282868524,8.333333333333334,3937.8999999999996
4514,38.85,22.41,25.77,15.27,76.03,8.6,22834.21,0.4,0.0,1.4675834970530452,8.5,4015.8100000000004
4515,43.93,22.94,21.5,13.72,75.99,8.63,20396.04,0.38,0.0,1.6720116618075802,8.631578947368421,3999.41
4516,43.75,22.43,22.55,12.35,72.32,8.62,20357.02,0.37,0.0,1.8161943319838056,8.756756756756758,4057.9299999999994
4517,42.8,22.46,22.7,12.28,72.49,9.09,20344.32,0.5,1.0,1.8289902280130295,6.66,4126.79
4518,37.58,21.63,21.66,12.34,72.18,9.0,20847.72,0.5,1.0,1.752836304700162,6.44,4025.859999999999
4519,39.51,22.72,24.55,13.75,72.67,9.19,23277.73,0.5,1.0,1.6523636363636363,6.42,3961.47
4520,38.33,22.31,24.74,13.55,76.21,9.09,23138.45,0.48,1.0,1.6464944649446493,6.6875,4045.9800000000005
4521,44.93,22.22,24.25,12.55,75.91,8.78,22787.98,0.39,0.0,1.7705179282868524,8.282051282051281,3939.91
4522,45.81,22.94,25.77,15.27,76.07,8.76,22834.21,0.4,0.0,1.5022920759659464,8.5,3997.3500000000004
4523,44.12,22.34,22.49,13.72,75.94,8.88,21493.0,0.38,0.0,1.628279883381924,8.631578947368421,3999.41
4524,43.62,22.71,21.5,11.37,72.32,8.73,21109.47,0.37,0.0,1.9973614775725597,8.756756756756758,4057.9299999999994
4525,42.8,22.71,22.58,11.13,72.49,9.09,20946.79,0.48,1.0,2.0404312668463613,6.9375,4166.28
4526,37.58,21.63,23.77,12.54,72.18,9.0,21178.81,0.5,1.0,1.7248803827751196,6.62,4031.3699999999994
4527,39.51,22.72,24.55,15.36,72.67,9.19,23277.73,0.49,1.0,1.4791666666666667,6.73469387755102,4005.370000000001
4528,38.33,22.31,24.74,13.55,75.97,9.09,23138.45,0.5,1.0,1.6464944649446493,6.68,4010.16
4529,43.49,22.22,24.25,12.55,75.95,8.79,22787.98,0.39,0.0,1.7705179282868524,8.692307692307692,3888.1499999999996
4530,41.65,22.7,25.77,15.27,76.03,8.87,22834.21,0.4,0.0,1.4865749836280289,8.5,3977.8
4531,39.44,23.24,23.21,13.72,76.1,8.9,21707.06,0.38,0.0,1.693877551020408,8.631578947368421,3999.41
4532,39.97,23.18,22.71,13.53,72.32,8.82,21468.76,0.37,0.0,1.7132298595713231,8.756756756756758,4057.9299999999994
4533,42.8,23.39,23.28,13.7,72.49,9.09,21102.67,0.57,1.0,1.7072992700729928,5.842105263157896,4157.24
4534,37.58,21.63,23.26,12.19,72.18,9.0,20912.05,0.58,1.0,1.7744052502050862,6.103448275862069,4160.030000000001
4535,39.51,22.72,24.55,12.25,72.67,9.19,23277.73,0.58,1.0,1.8546938775510202,6.06896551724138,4051.4500000000007
4536,38.33,22.31,24.74,13.55,75.94,9.09,23138.45,0.6,1.0,1.6464944649446493,5.933333333333334,4018.99
4537,39.5,22.22,24.25,12.55,76.04,9.04,22787.98,0.39,0.0,1.7705179282868524,8.923076923076923,3936.1
4538,38.95,22.86,25.77,15.27,76.0,8.91,22834.21,0.4,0.0,1.4970530451866404,8.5,3880.3900000000003
4539,42.71,23.3,23.11,13.72,76.12,8.81,21586.46,0.38,0.0,1.6982507288629738,8.631578947368421,3999.41
4540,41.02,23.01,24.22,12.0,72.32,8.8,21347.77,0.37,0.0,1.9175000000000002,8.756756756756758,4057.9299999999994
4541,42.8,22.81,23.74,13.73,72.49,9.09,21358.04,0.54,1.0,1.6613255644573923,6.166666666666666,4171.79
4542,37.58,21.63,23.7,13.94,72.18,9.0,21740.35,0.56,1.0,1.5516499282639884,6.232142857142857,4145.34
4543,39.51,22.72,24.55,14.11,72.67,9.19,23277.73,0.54,1.0,1.6102055279943301,6.2407407407407405,4078.5499999999993
4544,38.33,22.31,24.74,13.55,75.83,9.09,23138.45,0.53,1.0,1.6464944649446493,6.320754716981132,4017.95
4545,41.73,22.22,24.25,12.55,75.98,8.73,22787.98,0.39,0.0,1.7705179282868524,8.692307692307692,4005.7699999999995
4546,39.04,22.28,25.77,15.27,76.05,8.78,22834.21,0.4,0.0,1.4590700720366734,8.5,3970.8100000000004
4547,42.12,22.86,22.51,13.72,76.05,8.75,21654.67,0.38,0.0,1.6661807580174925,8.631578947368421,3999.41
4548,43.09,22.99,23.71,11.72,72.32,8.84,21806.98,0.37,0.0,1.9616040955631397,8.756756756756758,4057.9299999999994
4549,42.8,22.78,23.1,12.9,72.49,9.09,21662.86,0.51,1.0,1.7658914728682171,6.529411764705882,4130.71
4550,37.58,21.63,22.7,12.76,72.18,9.0,21524.12,0.51,1.0,1.6951410658307209,6.6078431372549025,4152.02
4551,39.51,22.72,24.55,12.2,72.67,9.19,23277.73,0.5,1.0,1.862295081967213,6.76,4095.74
4552,38.33,22.31,24.74,13.55,75.83,9.09,23138.45,0.51,1.0,1.6464944649446493,6.862745098039215,4042.9900000000002
4553,38.3,22.22,24.25,12.55,75.97,8.81,22787.98,0.39,0.0,1.7705179282868524,9.0,3986.08
4554,39.04,22.84,25.77,15.27,76.29,8.79,22834.21,0.4,0.0,1.495743287491814,8.5,3968.2000000000003
4555,37.31,22.14,24.88,13.72,76.02,8.77,21965.89,0.38,0.0,1.6137026239067056,8.631578947368421,3999.41
4556,37.31,22.43,25.37,14.47,72.32,8.83,21988.07,0.37,0.0,1.5501036627505183,8.756756756756758,4057.9299999999994
4557,42.8,22.95,24.15,14.82,72.49,9.09,21607.86,0.52,1.0,1.548582995951417,6.403846153846154,4104.08
4558,37.58,21.63,24.52,14.95,72.18,9.0,21508.32,0.52,1.0,1.4468227424749165,6.826923076923077,4145.31
4559,39.51,22.72,24.55,13.36,72.67,9.19,23277.73,0.57,1.0,1.7005988023952097,6.385964912280703,4080.3399999999997
4560,38.33,22.31,24.74,13.55,75.91,9.09,23138.45,0.54,1.0,1.6464944649446493,6.7407407407407405,4072.5499999999993
4561,35.71,22.22,24.25,12.55,75.96,8.87,22787.98,0.39,0.0,1.7705179282868524,9.153846153846153,4026.6499999999996
4562,37.2,22.54,25.77,15.27,75.87,8.83,22834.21,0.4,0.0,1.4760969220694171,8.5,3950.9700000000003
4563,36.97,22.1,25.38,13.72,76.01,8.83,21961.05,0.38,0.0,1.6107871720116618,8.631578947368421,3999.41
4564,37.29,22.75,24.56,15.07,72.32,8.9,22167.37,0.37,0.0,1.5096217650962176,8.756756756756758,4057.9299999999994
4565,42.8,22.71,24.85,14.72,72.49,9.09,21981.2,0.53,1.0,1.5427989130434783,6.283018867924528,4138.099999999999
4566,37.58,21.63,23.99,15.7,72.18,9.0,21619.44,0.51,1.0,1.3777070063694268,6.980392156862745,4139.56
4567,39.51,22.72,24.55,14.03,72.67,9.19,23277.73,0.51,1.0,1.6193870277975766,7.03921568627451,4062.9700000000003
4568,38.33,22.31,24.74,13.55,76.05,9.09,23138.45,0.51,1.0,1.6464944649446493,6.92156862745098,4077.3799999999997
4569,40.74,22.22,24.25,12.55,76.03,8.76,22787.98,0.39,0.0,1.7705179282868524,9.0,4021.6
4570,40.92,23.15,25.77,15.27,75.99,8.72,22834.21,0.4,0.0,1.516044531761624,8.5,3994.4100000000003
4571,42.04,23.29,23.45,13.72,76.01,8.87,21730.04,0.38,0.0,1.6975218658892126,8.631578947368421,3999.41
4572,43.67,22.6,22.9,12.37,72.32,8.64,20904.27,0.37,0.0,1.8270008084074376,8.756756756756758,4057.9299999999994
4573,42.8,22.72,22.87,12.07,72.49,9.09,21330.78,0.54,1.0,1.8823529411764703,6.166666666666666,4135.2
4574,37.58,21.63,22.52,12.09,72.18,9.0,21127.92,0.55,1.0,1.7890818858560793,6.309090909090909,4175.420000000001
4575,39.51,22.72,24.55,11.6,72.67,9.19,23277.73,0.57,1.0,1.9586206896551723,5.947368421052633,4136.54
4576,38.33,22.31,24.74,13.55,75.86,9.09,23138.45,0.59,1.0,1.6464944649446493,5.779661016949153,4055.1899999999996
4577,41.49,22.22,24.25,12.55,75.82,8.69,22787.98,0.39,0.0,1.7705179282868524,8.64102564102564,4093.31
4578,42.79,22.98,25.77,15.27,76.03,8.63,22834.21,0.4,0.0,1.5049115913555993,8.5,4003.55
4579,41.72,23.67,21.85,13.72,76.0,8.69,20769.57,0.38,0.0,1.7252186588921283,8.631578947368421,3999.41
4580,43.52,23.22,22.33,10.43,72.32,8.82,21430.05,0.37,0.0,2.2262703739213805,8.756756756756758,4057.9299999999994
4581,42.8,23.17,21.34,10.14,72.49,9.09,21001.06,0.55,1.0,2.285009861932939,6.054545454545454,4067.67
4582,37.58,21.63,22.25,11.41,72.18,9.0,21263.34,0.55,1.0,1.8957055214723926,6.054545454545454,4146.099999999999
4583,39.51,22.72,24.55,11.67,72.67,9.19,23277.73,0.56,1.0,1.9468723221936588,5.928571428571428,4060.3799999999997
4584,38.33,22.31,24.74,13.55,76.09,9.09,23138.45,0.53,1.0,1.6464944649446493,6.188679245283018,4079.9199999999996
4585,41.66,22.22,24.25,12.55,75.98,8.78,22787.98,0.39,0.0,1.7705179282868524,8.461538461538462,4076.6399999999994
4586,45.8,22.56,25.77,15.27,76.1,8.61,22834.21,0.4,0.0,1.4774066797642436,8.5,4004.13
4587,43.42,22.98,22.14,13.72,76.21,8.67,21012.01,0.38,0.0,1.6749271137026238,8.631578947368421,3999.41
4588,42.18,22.73,22.65,12.82,72.32,8.87,21872.09,0.37,0.0,1.7730109204368174,8.756756756756758,4057.9299999999994
4589,42.8,22.49,23.27,13.48,72.49,9.09,21444.37,0.51,1.0,1.6683976261127595,6.529411764705882,4064.1399999999994
4590,37.58,21.63,22.64,13.18,72.18,9.0,21687.6,0.51,1.0,1.6411229135053111,6.470588235294117,4081.729999999999
4591,39.51,22.72,24.55,12.85,72.67,9.19,23277.73,0.48,1.0,1.7680933852140077,6.895833333333334,4038.9300000000007
4592,38.33,22.31,24.74,13.55,75.83,9.09,23138.45,0.49,1.0,1.6464944649446493,6.816326530612245,4055.74
4593,41.57,22.22,24.25,12.55,75.87,8.73,22787.98,0.39,0.0,1.7705179282868524,8.538461538461538,4029.3499999999995
4594,43.3,23.16,25.77,15.27,75.91,8.79,22834.21,0.4,0.0,1.5166994106090375,8.5,3992.0800000000004
4595,42.64,22.85,22.84,13.72,75.97,8.82,21639.47,0.38,0.0,1.6654518950437318,8.631578947368421,3999.41
4596,41.99,22.71,23.27,13.92,72.32,8.86,21759.33,0.37,0.0,1.6314655172413794,8.756756756756758,4057.9299999999994
4597,42.8,22.62,22.62,12.65,72.49,9.09,21119.13,0.45,1.0,1.7881422924901187,7.4,4026.6099999999997
4598,37.58,21.63,21.88,12.67,72.18,9.0,20798.92,0.47,1.0,1.707182320441989,7.085106382978724,4084.35
4599,39.51,22.72,24.55,12.87,72.67,9.19,23277.73,0.46,1.0,1.7653457653457654,7.152173913043478,4082.5899999999997
4600,38.33,22.31,24.74,13.55,76.14,9.09,23138.45,0.44,1.0,1.6464944649446493,7.5227272727272725,4111.79
4601,42.55,22.22,24.25,12.55,75.99,8.62,22787.98,0.39,0.0,1.7705179282868524,8.461538461538462,4078.8199999999997
4602,46.3,22.54,25.77,15.27,76.19,8.58,22834.21,0.4,0.0,1.4760969220694171,8.5,4024.42
4604,44.03,22.56,21.2,12.75,72.32,8.75,20869.55,0.37,0.0,1.7694117647058822,8.756756756756758,4057.9299999999994
4610,42.5,22.98,25.77,15.27,76.17,8.58,22834.21,0.4,0.0,1.5049115913555993,8.5,4030.3
4611,43.42,22.48,22.89,13.72,75.98,8.66,20994.78,0.38,0.0,1.6384839650145773,8.631578947368421,3999.41
4612,45.56,22.94,21.98,9.56,72.32,8.66,20921.14,0.37,0.0,2.399581589958159,8.756756756756758,4057.9299999999994
4618,44.25,22.61,25.77,15.27,75.25,8.71,22834.21,0.4,0.0,1.4806810740013097,8.5,3993.9400000000005
4619,42.13,22.4,22.48,13.72,75.22,8.67,21099.43,0.38,0.0,1.6326530612244896,8.631578947368421,3999.41
4620,44.05,22.29,22.74,11.81,72.32,8.64,20884.54,0.37,0.0,1.8873835732430142,8.756756756756758,4057.9299999999994
4621,42.8,22.72,22.74,11.87,72.49,9.09,21037.96,0.39,1.0,1.9140690817186183,8.538461538461538,3736.7799999999997
4626,42.04,23.01,25.77,15.27,75.06,8.65,22834.21,0.4,0.0,1.5068762278978391,8.5,4002.1000000000004
4627,43.27,22.72,22.87,13.72,75.08,8.69,21054.34,0.38,0.0,1.6559766763848396,8.631578947368421,3999.41
4628,40.58,23.04,23.31,12.31,72.32,8.65,20997.05,0.37,0.0,1.8716490658001623,8.756756756756758,4057.9299999999994
4634,40.47,23.07,25.77,15.27,74.99,8.69,22834.21,0.4,0.0,1.5108055009823183,8.5,4007.25
4635,38.42,22.53,25.23,13.72,74.92,8.74,21390.81,0.38,0.0,1.6421282798833818,8.631578947368421,3999.41
4636,38.7,22.64,24.41,14.15,72.32,8.8,21580.81,0.37,0.0,1.6,8.756756756756758,4057.9299999999994
