fecha;fino;int1;int2;grueso;alimfresco;alimpebl;descpebl;porcsolid;rpm;peso;potencia;porccu;porcfe;numcha;rpmr;sentgiro;alimtot;tratpla
1/01/2020 7:00;45.77;23.81;22.64;9.22;4294.56;402.83;613.15;72.92;-8.92;3061.48;20904.80;0.45;3.48;2.00;8.92;0.00;4697.39;4084.25
1/01/2020 7:10;45.45;23.41;22.27;8.64;4383.16;0.33;424.44;72.61;-8.69;3037.31;20361.72;0.44;3.46;0.00;8.69;0.00;4383.49;3959.05
1/01/2020 7:20;44.53;23.65;22.22;10.30;4280.89;339.69;565.55;73.07;-8.69;3031.57;20054.04;0.46;3.37;1.00;8.69;0.00;4620.58;4055.03
1/01/2020 7:30;43.82;23.42;22.03;10.06;4364.92;311.73;547.04;73.37;-8.60;3047.09;19741.05;0.44;3.49;1.00;8.60;0.00;4676.65;4129.61
1/01/2020 7:40;41.18;23.63;23.20;10.49;4332.29;336.07;536.58;73.09;-8.64;3071.27;20160.46;0.46;3.38;1.00;8.64;0.00;4668.35;4131.77
1/01/2020 7:50;42.68;23.17;23.79;9.82;4313.11;316.53;545.59;73.09;-8.79;3099.15;20790.39;0.48;3.48;1.00;8.79;0.00;4629.64;4084.05
1/01/2020 8:00;43.40;23.36;22.92;9.61;4270.31;318.59;592.98;73.05;-9.04;3121.79;21479.14;0.44;3.48;1.00;9.04;0.00;4588.90;3995.92
1/01/2020 8:10;43.69;23.76;22.80;10.19;4351.60;337.26;604.47;73.84;-9.04;3106.46;21483.57;0.41;3.42;1.00;9.04;0.00;4688.87;4084.39
1/01/2020 8:20;43.59;24.02;23.03;9.58;4122.18;693.28;625.54;73.93;-9.20;3132.95;21484.90;0.39;3.43;2.00;9.20;0.00;4815.47;4189.93
1/01/2020 8:30;44.31;23.51;22.11;8.92;4175.53;701.24;630.16;74.01;-9.19;3111.37;21653.90;0.41;3.39;2.00;9.19;0.00;4876.77;4246.61
1/01/2020 8:40;43.82;23.73;22.57;9.25;4127.35;710.13;661.33;74.29;-9.05;3068.47;20866.38;0.47;3.41;2.00;9.05;0.00;4837.48;4176.15
1/01/2020 8:50;46.43;23.58;22.47;8.30;4126.30;699.55;616.98;74.05;-8.80;3049.70;20330.51;0.47;3.51;2.00;8.80;0.00;4825.85;4208.87
1/01/2020 9:00;44.36;23.82;21.95;9.15;4135.85;713.75;633.34;73.97;-8.59;3037.00;19697.06;0.49;3.45;2.00;8.59;0.00;4849.60;4216.25
1/01/2020 9:10;46.53;23.81;21.20;6.82;4053.32;700.10;602.16;73.82;-8.70;3049.08;19868.54;0.43;3.51;2.00;8.70;0.00;4753.42;4151.27
1/01/2020 9:20;47.51;23.82;22.01;8.09;3988.32;706.24;504.85;73.96;-8.54;3092.16;18872.90;0.46;3.61;2.00;8.54;0.00;4694.56;4189.71
1/01/2020 9:30;45.75;23.84;21.91;7.67;3958.03;701.51;521.87;73.88;-8.90;3165.60;20121.37;0.42;3.57;2.00;8.90;0.00;4659.54;4137.67
1/01/2020 9:40;43.82;23.80;22.86;8.32;3917.62;700.88;582.19;73.91;-9.07;3172.86;20046.71;0.39;3.60;2.00;9.07;0.00;4618.50;4036.31
1/01/2020 9:50;44.69;23.88;22.63;8.79;3881.78;695.47;592.55;73.78;-9.10;3147.15;20484.95;0.42;3.55;2.00;9.10;0.00;4577.25;3984.70
1/01/2020 10:00;43.78;23.23;23.50;9.56;3880.06;724.12;645.73;73.99;-8.60;3063.44;19856.88;0.42;3.51;2.00;8.60;0.00;4604.18;3958.45
1/01/2020 10:10;42.17;23.44;23.92;10.11;3881.76;723.53;611.23;74.05;-8.95;3098.77;20126.53;0.47;3.55;2.00;8.95;0.00;4605.29;3994.06
1/01/2020 10:20;44.90;23.51;23.43;9.63;4101.58;741.46;646.94;74.47;-8.79;3045.15;20247.41;0.44;3.49;2.00;8.79;0.00;4843.03;4196.09
1/01/2020 10:30;41.31;23.08;25.00;11.07;4131.02;731.92;606.72;74.06;-8.79;3052.81;20438.87;0.43;3.55;2.00;8.79;0.00;4862.94;4256.22
1/01/2020 10:40;43.88;23.66;23.35;9.22;4095.22;718.02;613.73;73.99;-8.80;3066.33;20313.32;0.36;3.62;2.00;8.80;0.00;4813.24;4199.51
1/01/2020 10:50;42.68;23.88;22.53;9.38;4052.18;726.58;612.09;73.92;-8.79;3060.17;20246.84;0.47;3.48;2.00;8.79;0.00;4778.76;4166.66
1/01/2020 11:00;43.35;24.16;22.61;8.79;4143.00;731.02;617.92;74.06;-8.78;3062.13;20321.36;0.46;3.43;2.00;8.78;0.00;4874.03;4256.11
1/01/2020 11:10;44.64;22.81;23.30;9.67;4159.27;732.60;630.07;74.05;-8.79;3059.43;20211.89;0.44;3.47;2.00;8.79;0.00;4891.87;4261.80
1/01/2020 11:20;46.36;23.68;22.81;9.69;4149.56;732.05;618.90;74.02;-8.80;3056.12;20217.38;0.44;3.45;2.00;8.80;0.00;4881.61;4262.72
1/01/2020 11:30;43.03;23.95;22.50;10.04;4462.04;327.70;602.55;73.89;-8.80;3062.43;20652.47;0.45;3.43;1.00;8.80;0.00;4789.73;4187.18
1/01/2020 11:40;45.65;23.34;22.20;9.60;4350.11;336.97;574.14;73.87;-8.80;3084.12;20650.24;0.44;3.47;1.00;8.80;0.00;4687.08;4112.93
1/01/2020 11:50;42.54;23.36;22.90;9.29;4502.70;323.00;599.55;74.30;-8.85;3078.14;20495.95;0.46;3.49;1.00;8.85;0.00;4825.70;4226.14
1/01/2020 12:00;43.70;23.28;23.25;9.68;4453.02;340.81;591.30;74.09;-8.90;3099.11;21123.06;0.37;3.49;1.00;8.90;0.00;4793.84;4202.54
1/01/2020 12:10;45.20;23.99;23.49;8.39;4095.17;331.08;560.98;73.36;-9.10;3152.52;21585.07;0.36;3.51;1.00;9.10;0.00;4426.26;3865.28
1/01/2020 12:30;46.05;23.93;22.11;7.97;4089.91;337.95;578.02;73.95;-8.99;3111.88;21469.09;0.40;3.41;1.00;8.99;0.00;4427.86;3849.83
1/01/2020 12:40;42.38;23.86;23.15;9.36;4217.07;337.21;566.88;74.13;-8.99;3108.00;21571.67;0.46;3.45;1.00;8.99;0.00;4554.28;3987.40
1/01/2020 12:50;44.88;23.79;22.57;8.68;4233.83;348.65;583.78;74.03;-9.00;3123.51;21264.09;0.40;3.48;1.00;9.00;0.00;4582.48;3998.70
1/01/2020 13:00;46.16;23.91;21.63;8.77;4213.67;341.76;580.58;73.97;-9.05;3122.55;21664.64;0.44;3.48;1.00;9.05;0.00;4555.44;3974.85
1/01/2020 13:10;43.13;23.49;23.03;9.37;4280.70;343.97;608.04;74.08;-9.12;3126.59;21469.54;0.47;3.45;1.00;9.12;0.00;4624.66;4016.62
1/01/2020 13:20;39.90;23.86;23.68;10.59;4335.83;351.09;612.23;74.10;-9.15;3104.09;21674.60;0.48;3.41;1.00;9.15;0.00;4686.93;4074.70
1/01/2020 13:30;41.79;23.53;24.08;10.09;4359.20;338.29;588.61;73.98;-9.15;3109.19;22020.62;0.46;3.41;1.00;9.15;0.00;4697.49;4108.88
1/01/2020 13:40;41.58;23.34;24.43;10.57;4296.95;351.25;576.52;73.94;-9.19;3141.03;22100.18;0.49;3.43;1.00;9.19;0.00;4648.19;4071.68
1/01/2020 13:50;41.89;23.32;24.09;9.98;4038.18;348.36;544.20;73.78;-9.19;3184.56;22348.57;0.38;3.55;1.00;9.19;0.00;4386.54;3842.35
1/01/2020 14:10;41.48;23.18;24.31;10.29;3852.83;731.34;623.61;73.71;-9.21;3103.47;21582.51;0.41;3.48;2.00;9.21;0.00;4584.17;3960.57
1/01/2020 14:20;42.00;23.14;24.18;10.53;4113.98;736.49;662.72;73.73;-9.09;3062.34;21477.17;0.45;3.43;2.00;9.09;0.00;4850.47;4187.75
1/01/2020 14:30;42.04;22.90;25.12;11.16;4191.23;723.65;606.49;73.33;-9.05;3095.62;21280.01;0.43;3.65;2.00;9.05;0.00;4914.88;4308.39
1/01/2020 14:40;39.99;22.78;25.59;12.39;4196.18;734.60;602.34;73.23;-9.09;3126.46;21702.48;0.47;3.47;2.00;9.09;0.00;4930.78;4328.44
1/01/2020 14:50;41.29;23.00;24.24;12.35;4062.31;737.73;600.70;73.08;-9.19;3157.03;21833.72;0.35;3.59;2.00;9.19;0.00;4800.04;4199.34
1/01/2020 15:00;41.30;23.24;24.18;10.59;3970.22;721.02;597.99;73.03;-9.19;3174.66;21558.45;0.51;3.39;2.00;9.19;0.00;4691.24;4093.25
1/01/2020 15:10;41.09;23.15;23.87;11.71;3907.66;732.49;620.79;72.51;-9.19;3172.49;21264.63;0.48;3.48;2.00;9.19;0.00;4640.14;4019.36
1/01/2020 15:20;42.72;23.50;24.10;10.25;4019.67;737.42;647.26;72.50;-9.20;3130.36;21314.21;0.58;3.29;2.00;9.20;0.00;4757.09;4109.83
1/01/2020 15:30;41.11;22.90;24.75;10.93;4268.86;745.58;700.46;72.60;-9.09;3063.13;21100.69;0.54;3.35;2.00;9.09;0.00;5014.44;4313.98
1/01/2020 16:10;46.03;23.60;21.77;8.73;4128.94;759.06;595.62;73.49;-8.70;3069.80;19346.35;0.62;3.36;2.00;8.70;0.00;4888.00;4292.38
1/01/2020 16:20;45.62;23.58;22.15;9.06;4163.23;747.22;625.01;73.60;-8.70;3050.94;19468.16;0.58;3.25;2.00;8.70;0.00;4910.45;4285.44
1/01/2020 16:30;44.67;22.95;22.65;9.24;4156.66;777.56;614.38;73.82;-8.65;3040.78;19209.32;0.53;3.31;2.00;8.65;0.00;4934.22;4319.84
1/01/2020 17:40;45.85;23.58;22.29;8.48;4093.94;780.20;567.49;73.98;-8.95;3143.81;20365.50;0.58;3.15;2.00;8.95;0.00;4874.14;4306.64
1/01/2020 17:50;47.93;24.02;21.58;8.42;3836.24;824.88;571.87;73.85;-8.94;3128.07;20389.46;0.57;3.00;2.00;8.94;0.00;4661.13;4089.25
1/01/2020 18:00;49.57;23.90;20.86;7.10;3749.75;818.08;498.35;73.88;-9.05;3161.64;20191.73;0.59;2.85;2.00;9.05;0.00;4567.82;4069.47
1/01/2020 18:10;43.91;24.14;22.34;8.18;3799.89;784.99;593.35;73.78;-8.95;3087.15;20268.66;0.65;2.82;2.00;8.95;0.00;4584.88;3991.53
1/01/2020 18:20;43.04;23.60;23.73;8.65;4006.38;776.28;581.99;74.13;-8.59;3035.04;19505.81;0.66;2.85;2.00;8.59;0.00;4782.66;4200.67
1/01/2020 18:30;45.48;23.74;22.83;9.22;4028.04;778.92;518.54;74.08;-8.69;3079.49;19542.93;0.65;2.75;2.00;8.69;0.00;4806.96;4288.42
1/01/2020 18:40;43.25;23.93;22.63;8.89;4014.12;783.10;578.93;74.20;-8.75;3062.76;19685.20;0.67;2.78;2.00;8.75;0.00;4797.21;4218.29
1/01/2020 18:50;41.95;23.57;23.32;9.83;4032.60;777.98;530.89;73.90;-8.80;3085.89;19229.52;0.64;2.77;2.00;8.80;0.00;4810.58;4279.69
1/01/2020 19:00;41.94;23.25;22.93;11.59;4017.41;790.05;512.59;73.79;-8.60;3055.58;18969.79;0.67;2.74;2.00;8.60;0.00;4807.46;4294.87
1/01/2020 19:10;45.08;23.57;22.73;10.56;4027.29;802.77;524.93;74.13;-8.64;3058.28;19325.55;0.70;2.77;2.00;8.64;0.00;4830.06;4305.13
1/01/2020 19:20;47.71;23.44;20.95;9.04;3996.87;774.86;507.77;74.06;-8.55;3056.20;19097.81;0.68;2.83;2.00;8.55;0.00;4771.72;4263.95
1/01/2020 19:30;47.68;23.24;21.09;8.38;3975.91;798.10;520.19;73.87;-8.55;3053.16;19217.04;0.71;2.83;2.00;8.55;0.00;4774.01;4253.82
1/01/2020 19:40;43.97;23.23;21.07;10.02;4425.20;366.44;486.92;75.07;-8.39;3046.92;19328.69;0.68;2.81;1.00;8.39;0.00;4791.64;4304.72
1/01/2020 20:00;46.31;23.94;20.73;8.33;4343.37;421.42;564.39;73.72;-8.75;3068.10;20332.07;0.71;2.89;2.00;8.75;0.00;4764.79;4200.41
1/01/2020 20:10;44.04;23.91;22.04;9.32;4345.04;432.44;565.75;74.02;-8.78;3069.84;20454.29;0.72;3.00;2.00;8.78;0.00;4777.48;4211.73
1/01/2020 20:20;42.88;23.30;23.05;10.17;4348.96;295.85;554.64;74.07;-8.94;3091.17;21063.94;0.66;2.98;1.00;8.94;0.00;4644.81;4090.17
1/01/2020 20:30;44.34;23.69;22.17;10.71;4314.53;422.44;596.86;74.01;-8.90;3069.81;20833.59;0.66;3.04;2.00;8.90;0.00;4736.97;4140.11
1/01/2020 20:40;44.84;23.20;22.78;10.58;4361.83;423.94;600.63;74.42;-8.86;3071.63;20752.00;0.67;3.17;2.00;8.86;0.00;4785.77;4185.14
1/01/2020 20:50;44.35;23.19;23.27;10.91;4362.91;421.77;620.65;74.63;-9.00;3069.53;21139.89;0.63;3.16;2.00;9.00;0.00;4784.68;4164.03
1/01/2020 21:00;40.71;23.42;23.06;11.77;4407.92;431.00;617.08;74.72;-9.00;3067.99;21013.60;0.63;3.19;2.00;9.00;0.00;4838.92;4221.85
1/01/2020 21:10;43.15;23.41;23.21;11.75;4389.62;426.55;614.45;75.02;-8.90;3064.76;20630.83;0.60;3.22;2.00;8.90;0.00;4816.17;4201.72
1/01/2020 21:20;44.60;23.46;22.15;10.53;4364.56;433.08;615.23;74.91;-8.89;3067.43;20867.24;0.61;3.22;2.00;8.89;0.00;4797.64;4182.41
1/01/2020 21:30;42.02;23.55;22.89;11.08;4332.65;428.96;624.63;75.19;-8.95;3061.41;20872.67;0.58;3.25;2.00;8.95;0.00;4761.61;4136.98
1/01/2020 21:40;42.82;22.85;23.23;11.42;4347.84;433.73;576.96;75.01;-8.91;3065.79;20887.13;0.59;3.24;2.00;8.91;0.00;4781.56;4204.61
1/01/2020 21:50;44.85;23.26;23.27;10.88;4400.25;422.31;571.45;75.01;-9.00;3078.87;20964.51;0.57;3.30;2.00;9.00;0.00;4822.55;4251.10
1/01/2020 22:00;41.68;23.30;23.32;11.10;4348.32;433.80;598.08;75.02;-9.14;3074.75;21827.03;0.56;3.21;2.00;9.14;0.00;4782.12;4184.04
1/01/2020 22:10;42.36;23.18;23.59;11.15;4421.37;423.61;601.99;75.11;-9.19;3082.65;21913.46;0.57;3.31;2.00;9.19;0.00;4844.98;4242.98
1/01/2020 22:20;42.13;23.45;23.59;10.99;4379.70;418.47;616.27;74.87;-9.19;3091.85;21767.30;0.59;3.30;2.00;9.19;0.00;4798.18;4181.90
1/01/2020 22:40;40.30;22.85;25.63;11.74;4067.47;425.63;579.58;73.88;-9.09;3092.20;21713.32;0.52;3.24;2.00;9.09;0.00;4493.11;3913.52
1/01/2020 23:00;41.39;22.99;24.16;11.51;3702.19;801.88;551.13;74.02;-8.89;3083.47;20872.17;0.50;3.11;2.00;8.89;0.00;4504.06;3952.94
1/01/2020 23:10;39.05;22.94;24.33;13.21;3803.76;796.62;538.87;74.19;-8.94;3086.49;21203.31;0.54;3.19;2.00;8.94;0.00;4600.38;4061.51
1/01/2020 23:20;39.62;22.45;25.28;12.17;3835.25;799.60;563.32;74.11;-8.99;3078.01;21356.27;0.55;3.09;2.00;8.99;0.00;4634.85;4071.53
1/01/2020 23:30;41.27;23.31;23.79;11.95;3878.33;781.96;566.46;74.03;-9.00;3078.80;21407.75;0.55;3.01;2.00;9.00;0.00;4660.28;4093.82
1/01/2020 23:40;39.95;23.12;24.39;12.61;3910.07;809.33;566.79;74.25;-8.99;3080.51;21259.77;0.58;3.06;2.00;8.99;0.00;4719.40;4152.61
1/01/2020 23:50;39.84;22.99;24.32;12.44;3969.85;847.13;587.09;74.04;-8.99;3078.59;21303.26;0.54;2.99;2.00;8.99;0.00;4816.97;4229.89
2/01/2020 0:00;39.84;23.18;24.36;11.03;3953.63;809.02;553.42;73.97;-8.95;3076.45;21250.50;0.55;2.99;2.00;8.95;0.00;4762.65;4209.23
2/01/2020 0:10;39.87;22.78;25.03;12.07;3980.93;797.11;557.86;74.20;-8.96;3078.47;21247.92;0.55;2.96;2.00;8.96;0.00;4778.03;4220.17
2/01/2020 0:20;40.05;22.59;24.93;12.16;3955.18;806.40;565.26;74.10;-8.99;3077.95;21358.84;0.55;2.94;2.00;8.99;0.00;4761.58;4196.32
2/01/2020 0:30;42.90;22.80;23.51;11.82;4015.93;817.13;531.24;74.20;-8.79;3064.77;20863.45;0.54;3.00;2.00;8.79;0.00;4833.06;4301.83
2/01/2020 0:40;43.76;23.49;22.91;10.22;3960.49;816.76;528.63;74.21;-8.79;3077.82;20774.59;0.52;2.99;2.00;8.79;0.00;4777.25;4248.62
2/01/2020 0:50;42.59;23.27;23.05;9.99;3957.77;809.88;546.85;74.05;-8.80;3064.51;20732.53;0.52;2.98;2.00;8.80;0.00;4767.65;4220.80
2/01/2020 1:00;40.96;24.47;22.53;10.23;3976.42;830.20;544.19;74.07;-8.75;3060.67;20580.87;0.49;3.01;2.00;8.75;0.00;4806.62;4262.43
2/01/2020 1:10;43.40;23.82;23.61;9.95;3989.05;815.36;571.92;73.91;-8.82;3067.39;20716.36;0.50;3.02;2.00;8.82;0.00;4804.40;4232.49
2/01/2020 1:20;44.03;23.73;23.11;9.49;3958.04;841.16;565.30;74.06;-8.75;3056.76;20555.96;0.51;3.09;2.00;8.75;0.00;4799.20;4233.90
2/01/2020 1:30;46.22;24.32;21.17;8.55;3959.59;837.89;541.69;74.05;-8.74;3056.26;20345.08;0.50;3.05;2.00;8.74;0.00;4797.48;4255.79
2/01/2020 1:40;42.58;23.66;23.26;9.20;3967.25;806.80;532.66;73.83;-8.71;3058.90;20369.47;0.52;3.04;2.00;8.71;0.00;4774.04;4241.38
2/01/2020 1:50;45.27;23.34;21.72;8.45;3951.25;842.70;542.96;74.03;-8.74;3056.09;20318.07;0.52;3.07;2.00;8.74;0.00;4793.95;4251.00
2/01/2020 2:00;47.03;23.25;20.29;8.26;3958.22;840.68;505.05;73.91;-8.59;3043.81;20000.74;0.52;2.96;2.00;8.59;0.00;4798.90;4293.86
2/01/2020 2:10;48.45;23.57;19.29;7.59;3939.30;840.30;484.59;73.80;-8.54;3051.80;19698.95;0.52;3.01;2.00;8.54;0.00;4779.60;4295.02
2/01/2020 2:20;50.09;23.66;19.69;7.83;3944.95;821.76;516.81;74.00;-8.66;3065.65;19931.40;0.51;3.06;2.00;8.66;0.00;4766.71;4249.90
2/01/2020 2:30;45.73;23.35;21.18;8.49;3931.78;882.47;515.13;74.10;-8.64;3061.46;19747.42;0.51;3.02;2.00;8.64;0.00;4814.25;4299.12
2/01/2020 2:40;46.87;23.61;20.65;8.52;3939.42;835.49;503.03;73.78;-8.61;3061.96;19813.11;0.53;2.96;2.00;8.61;0.00;4774.91;4271.88
2/01/2020 2:50;48.56;23.79;20.44;7.62;3921.89;840.79;512.19;73.90;-8.64;3061.78;19898.97;0.53;2.97;2.00;8.64;0.00;4762.68;4250.50
2/01/2020 3:00;49.70;23.36;20.07;7.37;3958.25;839.19;530.93;74.04;-8.66;3060.28;19793.56;0.55;3.00;2.00;8.66;0.00;4797.44;4266.50
2/01/2020 3:10;47.34;23.58;20.16;8.81;3942.32;839.98;515.86;74.03;-8.57;3047.55;19483.77;0.54;3.01;2.00;8.57;0.00;4782.30;4266.43
2/01/2020 3:20;48.22;23.52;19.91;7.53;3940.61;848.10;504.96;74.17;-8.58;3056.05;19331.97;0.54;3.04;2.00;8.58;0.00;4788.71;4283.75
2/01/2020 3:30;47.58;23.40;20.12;8.09;3954.36;853.62;500.23;74.05;-8.58;3056.94;19408.36;0.52;2.92;2.00;8.58;0.00;4807.98;4307.75
2/01/2020 3:40;46.70;23.92;20.78;7.91;3938.38;887.74;544.80;74.34;-8.70;3060.67;19986.15;0.53;2.96;2.00;8.70;0.00;4826.11;4281.32
2/01/2020 3:50;46.53;23.01;20.28;8.84;3933.13;834.13;516.94;73.90;-8.66;3058.14;19837.81;0.50;3.03;2.00;8.66;0.00;4767.26;4250.32
2/01/2020 4:00;49.77;23.60;20.23;7.83;3981.07;838.65;572.13;73.92;-8.74;3058.74;20149.50;0.50;2.99;2.00;8.74;0.00;4819.72;4247.59
2/01/2020 4:10;47.85;23.55;19.88;7.88;3973.19;805.23;544.39;74.10;-8.65;3055.50;19506.74;0.47;3.06;2.00;8.65;0.00;4778.42;4234.03
2/01/2020 4:20;48.00;23.88;20.18;7.47;3945.09;835.11;521.62;73.99;-8.63;3053.96;19396.46;0.45;3.10;2.00;8.63;0.00;4780.20;4258.58
2/01/2020 4:30;47.81;23.65;20.76;8.49;3945.78;844.60;523.39;73.95;-8.66;3057.36;19589.16;0.45;3.12;2.00;8.66;0.00;4790.37;4266.99
2/01/2020 4:40;48.86;23.75;20.24;6.98;3955.25;849.30;533.75;73.86;-8.72;3064.24;19745.60;0.45;3.13;2.00;8.72;0.00;4804.55;4270.81
2/01/2020 4:50;50.72;24.04;19.11;5.94;3962.83;860.82;540.00;73.80;-8.65;3052.49;19530.78;0.43;3.10;2.00;8.65;0.00;4823.66;4283.66
2/01/2020 5:00;48.55;23.53;19.92;6.68;3939.96;904.47;546.21;74.03;-8.64;3053.46;19586.05;0.43;3.12;2.00;8.64;0.00;4844.43;4298.22
2/01/2020 5:10;46.78;23.67;21.03;8.10;4168.24;448.28;592.73;73.54;-9.00;3067.44;20885.39;0.41;3.20;2.00;9.00;0.00;4616.52;4023.79
2/01/2020 5:20;45.84;23.80;20.98;8.72;4155.29;439.14;578.38;73.68;-8.70;3049.21;20295.41;0.43;3.19;2.00;8.70;0.00;4594.43;4016.05
2/01/2020 5:30;47.96;23.56;20.84;6.88;4140.59;424.94;541.73;73.64;-8.77;3055.98;20447.14;0.41;3.12;2.00;8.77;0.00;4565.53;4023.80
2/01/2020 5:40;46.83;23.87;20.70;8.23;4150.10;441.40;562.66;73.97;-8.75;3052.34;20260.08;0.39;3.24;2.00;8.75;0.00;4591.50;4028.84
2/01/2020 5:50;46.28;23.17;21.21;7.95;4143.93;445.06;526.95;74.25;-8.67;3051.72;20169.36;0.40;3.18;2.00;8.67;0.00;4588.98;4062.03
2/01/2020 6:00;48.91;23.69;20.46;7.36;4136.70;441.61;535.74;73.91;-8.80;3058.62;20572.18;0.39;3.25;2.00;8.80;0.00;4578.31;4042.57
2/01/2020 6:10;48.07;23.63;21.29;7.79;4112.48;443.26;556.82;74.04;-8.83;3058.36;20719.63;0.40;3.17;2.00;8.83;0.00;4555.74;3998.93
2/01/2020 6:20;45.08;23.82;21.32;8.03;4146.49;441.80;557.91;74.15;-8.83;3055.86;20775.53;0.40;3.18;2.00;8.83;0.00;4588.28;4030.37
2/01/2020 6:30;44.19;24.13;21.28;8.74;4150.46;440.19;558.58;74.14;-8.80;3053.47;20645.60;0.41;3.21;2.00;8.80;0.00;4590.65;4032.06
2/01/2020 6:40;48.52;23.78;21.33;7.49;4135.78;446.65;563.95;74.08;-8.83;3056.29;20629.37;0.40;3.19;2.00;8.83;0.00;4582.43;4018.48
2/01/2020 6:50;46.24;23.92;21.69;8.61;4146.52;437.30;548.77;73.93;-8.79;3063.07;20674.98;0.38;3.25;2.00;8.79;0.00;4583.81;4035.04
2/01/2020 7:10;44.79;23.44;22.97;8.59;4148.58;448.17;562.10;73.97;-8.84;3054.52;20608.97;0.38;3.17;2.00;8.84;0.00;4596.75;4034.65
2/01/2020 7:20;41.01;22.96;23.82;10.72;4350.44;441.74;571.01;74.29;-8.85;3045.03;20488.96;0.41;3.26;2.00;8.85;0.00;4792.18;4221.17
2/01/2020 7:30;42.71;23.66;23.61;10.48;4450.54;15.44;565.34;72.82;-8.79;3034.82;20547.58;0.40;3.21;0.00;8.79;0.00;4465.98;3900.64
2/01/2020 7:40;43.35;23.25;23.50;9.58;4347.96;384.91;546.95;74.12;-8.80;3066.55;20717.35;0.41;3.24;1.00;8.80;0.00;4732.87;4185.92
2/01/2020 7:50;43.77;23.68;22.66;10.69;4344.08;374.03;558.86;73.97;-8.88;3080.72;21059.79;0.38;3.17;1.00;8.88;0.00;4718.11;4159.25
2/01/2020 8:00;45.06;23.15;23.01;9.02;4348.81;388.06;579.21;73.93;-8.89;3078.99;21034.02;0.41;3.24;1.00;8.89;0.00;4736.86;4157.65
2/01/2020 8:10;45.53;23.34;22.07;9.51;4355.66;399.08;576.11;74.10;-8.84;3061.06;20912.98;0.43;3.16;1.00;8.84;0.00;4754.74;4178.63
2/01/2020 8:20;46.50;23.46;21.40;8.84;4367.55;388.95;553.92;74.07;-8.80;3053.21;20708.31;0.47;3.10;1.00;8.80;0.00;4756.50;4202.57
2/01/2020 8:30;46.06;23.24;22.25;9.57;4358.41;398.55;554.61;74.15;-8.80;3056.37;20710.35;0.48;3.07;1.00;8.80;0.00;4756.96;4202.34
2/01/2020 8:40;47.42;23.45;21.70;9.00;4296.70;403.18;555.90;73.91;-8.80;3068.80;20778.33;0.53;3.12;2.00;8.80;0.00;4699.88;4143.98
2/01/2020 8:50;47.21;23.59;21.06;7.88;4204.25;396.31;562.37;73.83;-8.84;3081.37;21047.42;0.53;3.08;1.00;8.84;0.00;4600.57;4038.20
2/01/2020 9:00;47.01;23.29;22.08;9.42;4249.07;392.73;567.68;73.98;-8.84;3087.03;20944.81;0.53;3.06;1.00;8.84;0.00;4641.79;4074.11
2/01/2020 9:10;45.01;24.04;21.40;9.11;4247.65;407.51;567.26;73.96;-8.84;3079.14;20861.50;0.51;3.09;2.00;8.84;0.00;4655.16;4087.90
2/01/2020 9:20;43.20;23.09;23.23;9.94;4332.83;407.94;597.30;74.26;-8.85;3042.74;20543.90;0.49;3.15;2.00;8.85;0.00;4740.77;4143.47
2/01/2020 9:30;42.87;23.04;23.58;9.47;4399.69;413.58;571.65;73.96;-8.85;3028.66;20702.73;0.48;3.10;2.00;8.85;0.00;4813.27;4241.62
2/01/2020 9:50;42.44;23.63;22.96;11.57;4371.69;412.98;538.50;74.03;-8.73;3044.41;20325.39;0.45;3.18;2.00;8.73;0.00;4784.67;4246.17
2/01/2020 10:00;43.52;23.22;23.07;10.66;4298.85;417.16;521.98;73.89;-8.69;3069.33;20303.57;0.45;3.23;2.00;8.69;0.00;4716.01;4194.03
2/01/2020 10:10;44.26;23.50;22.34;9.99;4233.26;408.14;551.34;73.83;-8.84;3095.46;20787.25;0.44;3.24;2.00;8.84;0.00;4641.40;4090.06
2/01/2020 10:20;44.45;22.90;23.39;9.61;4350.76;416.30;571.84;74.20;-8.84;3089.36;20689.97;0.42;3.20;2.00;8.84;0.00;4767.06;4195.22
2/01/2020 10:30;42.23;23.53;22.60;11.57;4328.41;405.81;572.73;74.08;-8.83;3070.14;20756.13;0.44;3.16;2.00;8.83;0.00;4734.22;4161.49
2/01/2020 10:40;43.47;22.96;22.83;11.30;4386.39;407.28;536.86;74.30;-8.70;3063.65;20073.69;0.43;3.09;2.00;8.70;0.00;4793.67;4256.81
2/01/2020 10:50;42.21;22.93;23.02;11.02;4266.81;420.60;510.45;73.92;-8.70;3068.12;20269.03;0.42;3.15;2.00;8.70;0.00;4687.41;4176.96
2/01/2020 11:00;45.49;22.85;22.44;9.17;4291.79;397.48;548.99;73.96;-8.75;3065.48;20010.58;0.41;3.03;1.00;8.75;0.00;4689.26;4140.28
2/01/2020 11:10;43.37;22.78;23.04;10.97;4322.59;411.54;532.85;74.05;-8.70;3056.24;20021.79;0.43;3.02;2.00;8.70;0.00;4734.13;4201.28
2/01/2020 11:20;44.93;23.51;22.61;10.45;4270.48;409.61;502.22;73.73;-8.65;3085.71;20039.74;0.41;2.87;2.00;8.65;0.00;4680.10;4177.87
2/01/2020 11:30;46.02;23.22;21.69;9.71;4119.02;407.76;489.95;73.78;-8.80;3106.95;20548.21;0.41;2.96;2.00;8.80;0.00;4526.78;4036.83
