fino;int 1;int 2;grueso;faja5;faja15;faja 11;%solidos sag;velocidad sag;peso sag;potencia sag;cu;fe
46.16217041;23.91000175;21.62566376;8.774489403;4213.673828;341.7618103;580.5825806;73.97393036;-9.047760963;3122.550029;21664.63672;0.438614637;3.477012396
43.13122177;23.49363708;23.02615356;9.373838425;4280.698242;343.9657898;608.0439453;74.08326721;-9.121860504;3126.5923;21469.54492;0.465294242;3.452181578
39.90225601;23.86166191;23.68379402;10.58687973;4335.833008;351.0944214;612.2259521;74.09606934;-9.148850441;3104.085082;21674.59766;0.475245595;3.410407305
41.79278183;23.5304451;24.08465385;10.08609581;4359.196777;338.2927246;588.6119995;73.98100281;-9.149690628;3109.186704;22020.61719;0.45527035;3.405730009
41.579216;23.34166527;24.42596245;10.56697083;4296.945801;351.247406;576.5165405;73.93767548;-9.190091133;3141.030645;22100.18359;0.489227086;3.433924437
41.89032364;23.31820679;24.0912323;9.976608276;4038.180908;348.3634338;544.1982422;73.77737427;-9.190476418;3184.564675;22348.57031;0.380563766;3.551989317
43.92315292;23.70559311;22.32678795;10.37276268;3157.686768;344.0614929;536.0652466;72.24962616;-9.196323395;3164.440623;22091.54297;0.42570889;3.458130598
41.48284912;23.17987633;24.3148632;10.28911304;3852.82959;731.3445435;623.6065674;73.71128082;-9.208586693;3103.467223;21582.51367;0.411970556;3.479280233
42.00468826;23.13773346;24.18447113;10.52892971;4113.976074;736.4898682;662.7195435;73.7303772;-9.090896606;3062.33933;21477.16992;0.445566416;3.428009987
42.04014206;22.8954277;25.12399101;11.16378689;4191.233398;723.6455688;606.4931641;73.33084869;-9.048749924;3095.616674;21280.00977;0.42601344;3.645853758
39.9916153;22.78386879;25.59113693;12.39198303;4196.17627;734.5997925;602.3406982;73.22724915;-9.092885971;3126.456269;21702.48047;0.472324312;3.472136736
41.28760147;22.99955559;24.2437973;12.35449409;4062.30542;737.7348022;600.7003784;73.0761795;-9.194547653;3157.033645;21833.72266;0.351538032;3.586838007
41.29911423;23.24473;24.17668724;10.59414864;3970.220703;721.0166626;597.9874878;73.03218079;-9.193062782;3174.659934;21558.45313;0.514732718;3.387906075
41.08930588;23.14515495;23.86943436;11.70817757;3907.657227;732.4870605;620.7857056;72.50673676;-9.191157341;3172.490117;21264.63086;0.479179353;3.477803707
42.71578979;23.49717331;24.097435;10.24713421;4019.669189;737.4241943;647.2612915;72.49944305;-9.197518349;3130.363633;21314.21094;0.575802207;3.289523602
41.11303329;22.89644051;24.75348854;10.92996502;4268.861328;745.5774536;700.4631958;72.59919739;-9.094654083;3063.129296;21100.69141;0.53684622;3.353103638
43.48604202;23.45485115;23.97450447;10.36057281;4626.430664;758.1615601;706.5804443;72.84048462;-8.948700905;3018.041246;20773.76563;0.583962739;3.31118679
43.54678345;23.85368538;22.69029236;10.16793823;4494.910645;754.2750244;623.5772705;73.0832901;-8.693378448;3030.546037;19718.10352;0.621970832;3.325669527
43.70449829;23.45917702;23.18678093;9.686822891;4356.647461;746.873291;610.7191772;73.32940674;-8.704384804;3054.171469;19602.80859;0.514819205;3.315659523
46.03491211;23.59511185;21.76597023;8.72628212;4128.9375;759.0609741;595.6166992;73.49314117;-8.695858002;3069.798542;19346.34961;0.615285814;3.357139587
45.62435913;23.57787132;22.15328217;9.064793587;4163.227051;747.2202148;625.0061646;73.6008606;-8.697958946;3050.936512;19468.16211;0.582607746;3.248167038
44.67080307;22.9482708;22.64842796;9.240735054;4156.65918;777.5640259;614.3818359;73.81932068;-8.648664474;3040.775567;19209.31836;0.529924572;3.313223839
47.59203339;23.37396049;20.60639954;7.856275558;4202.938965;774.3291016;597.0475464;73.99099731;-8.640170097;3038.464405;19378.30273;0.557648003;3.3741436
48.20347595;24.13166237;19.40347099;7.117549419;4219.578125;772.7098389;566.4633179;73.93245697;-8.299918175;3010.801631;17930.61133;0.607822359;3.251442194
45.60832977;23.8060112;20.41933632;8.276035309;4167.632324;796.1329346;514.9893799;74.00578308;-8.295069695;3057.696329;17439.31445;0.54703933;3.275887728
46.79953003;23.83625031;20.52479362;6.818701267;4205.100098;791.7401123;527.4963989;74.11064911;-8.790848732;3128.46654;19306.41797;0.535573781;3.271106958
49.21476364;24.10014915;20.39843369;6.90648365;4181.124023;796.1881104;560.3952026;74.01836395;-8.847076416;3134.780122;19613.50781;0.582011998;3.180270195
47.22163773;23.6138382;20.93472672;7.485534191;4138.943359;794.895752;568.8898926;74.01798248;-8.899026871;3143.964758;19738.75586;0.598862946;3.157201767
45.84763336;23.5775795;22.29357147;8.482408524;4093.938721;780.199646;567.4941406;73.97982788;-8.947891235;3143.811117;20365.49609;0.576399088;3.149209738
47.92686462;24.02376556;21.58417702;8.419545174;3836.244873;824.8814697;571.8722534;73.85098267;-8.944384575;3128.06774;20389.46094;0.569347322;3.001579285
49.56520081;23.90205002;20.85855103;7.104708672;3749.745117;818.0761719;498.3515015;73.87850189;-9.045282364;3161.642901;20191.72656;0.59491545;2.853750706
43.90960693;24.13510704;22.33864021;8.180767059;3799.894531;784.9856567;593.3493042;73.78275299;-8.947710991;3087.148112;20268.6582;0.64904809;2.822191477
43.03559875;23.60148811;23.72635841;8.654439926;4006.378662;776.2796021;581.9857788;74.1312561;-8.592096329;3035.039387;19505.80664;0.66038233;2.846288919
45.47649002;23.74430275;22.82660484;9.220698357;4028.042236;778.920105;518.5394897;74.07614899;-8.693536758;3079.489762;19542.92578;0.654368818;2.75023818
43.25270462;23.93088531;22.62508011;8.889100075;4014.119385;783.0952759;578.9257813;74.19516754;-8.746894836;3062.755448;19685.20117;0.666415036;2.781356573
41.95014954;23.56524086;23.32177162;9.833704948;4032.597168;777.9796753;530.8893433;73.90097809;-8.799320221;3085.886955;19229.51953;0.640058458;2.768656254
41.94357681;23.25270653;22.93415642;11.58693981;4017.40918;790.0472412;512.5909424;73.78617859;-8.596006393;3055.584893;18969.78516;0.673944712;2.735490799
45.08290482;23.56545639;22.73069954;10.56289196;4027.29126;802.7653198;524.928894;74.13237762;-8.641630173;3058.283888;19325.55469;0.704257786;2.774677992
47.71177292;23.43776512;20.95179176;9.036813736;3996.865967;774.855896;507.7741699;74.05938721;-8.546341896;3056.204137;19097.81055;0.680220008;2.833624125
47.67852783;23.23890495;21.08748436;8.375230789;3975.909424;798.1010742;520.1939087;73.87215424;-8.546469688;3053.161079;19217.04492;0.706545413;2.82796979
43.9651947;23.23234367;21.07489777;10.0216465;4425.202148;366.4381409;486.9155884;75.06562042;-8.390087128;3046.918281;19328.69336;0.68427676;2.814021349
47.14032364;23.61627007;20.64669609;9.217950821;4346.829102;784.5958252;542.0915527;74.42303467;-8.694776535;3072.341336;19597.76367;0.726366818;2.822863102
46.3097229;23.94117546;20.7284565;8.329444885;4343.374023;421.419281;564.3850098;73.71994781;-8.749118805;3068.104754;20332.06641;0.706584632;2.890923023
44.03887177;23.91218185;22.04413605;9.323919296;4345.044922;432.4389648;565.7540894;74.02124023;-8.77719593;3069.835573;20454.28516;0.718391836;2.997040749
42.87953568;23.29665756;23.04919624;10.17325211;4348.958496;295.8491821;554.637146;74.0712204;-8.9439888;3091.166535;21063.9375;0.662098944;2.983261585
44.33929443;23.69078255;22.16600609;10.7123003;4314.526367;422.4439697;596.8613892;74.01187134;-8.895682335;3069.805946;20833.58594;0.657487571;3.044803619
44.84231567;23.19623947;22.77763176;10.57991791;4361.833984;423.9385681;600.6312256;74.42214966;-8.861037254;3071.62609;20751.99805;0.6723122;3.165280581
44.34699249;23.18720245;23.27025604;10.91215801;4362.913086;421.7703247;620.6535645;74.628685;-8.996505737;3069.531439;21139.88867;0.63337332;3.164350271
40.70813751;23.42086411;23.06484032;11.76540756;4407.921875;431.0003357;617.076355;74.71594238;-8.995800018;3067.988982;21013.59961;0.627979755;3.186611891
43.14756775;23.40879059;23.20922852;11.74985027;4389.616211;426.5487976;614.4481201;75.022995;-8.89541626;3064.763898;20630.83203;0.601260662;3.216935158
44.59592056;23.45765877;22.14830017;10.53071594;4364.563477;433.0807495;615.2325439;74.91381073;-8.894885063;3067.427929;20867.24414;0.614924729;3.216225624
42.02120972;23.55008888;22.89410782;11.08316231;4332.647461;428.9633179;624.6347656;75.18654633;-8.947862625;3061.410063;20872.67383;0.58261919;3.247308254
42.82173157;22.85061264;23.22785759;11.41899204;4347.837402;433.7266541;576.9557495;75.00659943;-8.912144661;3065.794385;20887.13281;0.587493837;3.238166809
44.8524437;23.2630825;23.26930428;10.87790966;4400.246582;422.3067017;571.4498291;75.01332092;-8.996066093;3078.866258;20964.50586;0.570976079;3.300215721
41.68032074;23.29881096;23.32180214;11.09819126;4348.320801;433.7990112;598.0767212;75.01907349;-9.140883446;3074.751149;21827.02734;0.562166691;3.209189177
42.36005402;23.18026924;23.58736038;11.14907551;4421.369629;423.6065063;601.994751;75.11146545;-9.191837311;3082.651599;21913.45703;0.574169576;3.305847883
42.12552643;23.44984245;23.58648682;10.99115944;4379.703125;418.4739685;616.2741699;74.86546326;-9.190485954;3091.852581;21767.29688;0.58641696;3.2994771
39.92192459;23.27254295;24.59992027;11.69665623;3980.971924;424.429657;581.7077637;74.06851959;-9.090373993;3093.129785;21837.75586;0.543028653;3.255575895
40.30127335;22.84649086;25.62695503;11.73890305;4067.471436;425.6347961;579.5822754;73.8784256;-9.090369225;3092.196736;21713.32031;0.522657752;3.239499092
42.01269531;23.03276825;23.52137947;13.0424614;3326.506104;790.1273804;585.1878662;73.2924118;-8.899983406;3071.617002;20740.19531;0.509787142;3.211393356
41.38728714;22.98835373;24.15569115;11.51291466;3702.188232;801.8756104;551.1266479;74.01856232;-8.892681122;3083.470422;20872.17383;0.500974357;3.110231161
39.05067825;22.9428978;24.33273697;13.20981121;3803.758545;796.6184692;538.8655396;74.19020844;-8.942785263;3086.485131;21203.3125;0.538056195;3.187626362
39.61853409;22.44986534;25.28471947;12.16755676;3835.25;799.602356;563.3209229;74.11362457;-8.990932465;3078.01217;21356.26953;0.549917579;3.094607115
41.26793289;23.31258965;23.78635788;11.95494366;3878.326172;781.9553833;566.4644165;74.02722931;-8.999251366;3078.800803;21407.75391;0.552385509;3.013704062
39.9467926;23.12364769;24.38784409;12.61110973;3910.066406;809.329895;566.789856;74.25296021;-8.991477013;3080.511934;21259.77148;0.575067282;3.060689449
39.84484863;22.99328995;24.32296371;12.43766212;3969.846924;847.1258545;587.0864258;74.04154968;-8.992219925;3078.594686;21303.25977;0.541979074;2.991696596
39.84025574;23.17972755;24.35511017;11.03408718;3953.632568;809.0201416;553.4243164;73.9723587;-8.953718185;3076.454112;21250.50391;0.550025702;2.986350775
39.86865997;22.77835464;25.02937508;12.07134342;3980.927002;797.1074219;557.8637085;74.19654846;-8.957759857;3078.474247;21247.91797;0.552991092;2.957560778
40.05315781;22.59020042;24.93170547;12.15590572;3955.181152;806.3997192;565.2630615;74.09933472;-8.994807243;3077.951882;21358.84375;0.553067029;2.942774773
42.90216064;22.79862785;23.51021957;11.81704521;4015.933838;817.1289673;531.2369995;74.19780731;-8.794482231;3064.768191;20863.44727;0.536863089;3.002227068
43.75684357;23.49066353;22.91053581;10.21733856;3960.492188;816.7597656;528.6317139;74.20867157;-8.794098854;3077.822738;20774.5918;0.524670124;2.993313789
42.59275436;23.27386284;23.04695511;9.989979744;3957.770996;809.8829346;546.8534546;74.0482254;-8.798374176;3064.505277;20732.52734;0.523613036;2.979290247
40.9646492;24.46892738;22.5274353;10.22544289;3976.42041;830.1958008;544.1863403;74.06568909;-8.747704506;3060.665949;20580.86523;0.490160286;3.008877754
43.39601517;23.8162117;23.60546494;9.947709084;3989.048584;815.3555298;571.9155273;73.90509033;-8.81863308;3067.393831;20716.35547;0.502027214;3.019224882
44.03077698;23.73126984;23.10971832;9.485332489;3958.037842;841.1629028;565.2982788;74.05863953;-8.750674248;3056.756721;20555.95703;0.508387148;3.093471766
46.22237015;24.31565857;21.16988564;8.546317101;3959.588379;837.890564;541.6893311;74.05444336;-8.738360405;3056.264132;20345.08398;0.498058468;3.047930479
42.58369827;23.66026688;23.25989723;9.199163437;3967.245605;806.7967529;532.6641846;73.83222961;-8.710087776;3058.898496;20369.47461;0.519593;3.041473866
45.27197266;23.33897972;21.7231617;8.44879818;3951.251709;842.7027588;542.9581909;74.0344696;-8.739807129;3056.091612;20318.07422;0.523137391;3.071565151
47.03401566;23.25212288;20.29472923;8.255602837;3958.223145;840.6808472;505.0486145;73.90930939;-8.590309143;3043.809244;20000.74414;0.519125044;2.960380793
48.45317841;23.56664085;19.285532;7.59462738;3939.300781;840.3016357;484.5865784;73.80175018;-8.54034996;3051.801317;19698.94922;0.52366066;3.011622906
50.08922577;23.66166496;19.69186592;7.834414959;3944.948242;821.7581787;516.8051147;74.00354004;-8.657140732;3065.652596;19931.39844;0.507678747;3.060400724
45.73221207;23.34953308;21.17668533;8.492590904;3931.78125;882.4661255;515.1308594;74.09796906;-8.638185501;3061.464215;19747.42383;0.512444854;3.017602205
46.8730011;23.61453247;20.64791298;8.523684502;3939.416748;835.4934082;503.0311584;73.7841568;-8.612913132;3061.95517;19813.10938;0.532186687;2.964207888
48.5633049;23.7945118;20.44322014;7.616784573;3921.889893;840.7939453;512.1861572;73.90151215;-8.638879776;3061.775696;19898.96875;0.534225523;2.972837448
49.69926071;23.36027718;20.06977844;7.369724751;3958.251709;839.1868286;530.9346924;74.04317474;-8.655194283;3060.275021;19793.56445;0.549759567;3.000369787
47.33974838;23.57715416;20.16071701;8.81073761;3942.319092;839.9783325;515.8630981;74.03007507;-8.566884995;3047.549885;19483.77148;0.544992626;3.013781786
48.22420502;23.51571465;19.91414452;7.533972263;3940.607422;848.0976563;504.9595337;74.16643524;-8.579501152;3056.051423;19331.9707;0.54299897;3.039782763
47.57748032;23.40079689;20.12439537;8.089038849;3954.361572;853.6199951;500.230072;74.04693604;-8.575572968;3056.939951;19408.35938;0.519298077;2.915493488
46.69507217;23.92363739;20.78262901;7.908365726;3938.376465;887.7353516;544.7954102;74.34300995;-8.698589325;3060.673806;19986.15039;0.526956558;2.962260962
46.52791214;23.01356506;20.28439903;8.835066795;3933.129883;834.133728;516.9429932;73.89775085;-8.660813332;3058.136141;19837.80664;0.500448823;3.031634808
49.77045441;23.59980202;20.22539139;7.831010342;3981.068848;838.6512451;572.1290283;73.91582489;-8.74057579;3058.737565;20149.5;0.501644313;2.994361877
47.85310364;23.54824638;19.88461304;7.88494873;3973.187012;805.2322998;544.3887939;74.1020813;-8.648651123;3055.498756;19506.74219;0.472496331;3.061415911
48.00052261;23.88240051;20.17616081;7.466168404;3945.087402;835.1123047;521.6177368;73.98705292;-8.626862526;3053.9614;19396.46484;0.451159775;3.095754147
47.81053543;23.64684486;20.7592926;8.486741066;3945.775146;844.598877;523.3875122;73.95336151;-8.660208702;3057.356372;19589.16406;0.451524496;3.118912697
48.85518646;23.7472744;20.23973846;6.980426788;3955.254639;849.2989502;533.7460938;73.85999298;-8.723466873;3064.244229;19745.59961;0.445204586;3.132489204
50.72103119;24.04143715;19.10774994;5.942222595;3962.833008;860.8239136;539.9995117;73.80316162;-8.647843361;3052.493839;19530.7832;0.431488037;3.102254152
48.54748535;23.53461075;19.9189415;6.681284904;3939.958496;904.4684448;546.2092896;74.03302765;-8.640581131;3053.463949;19586.04883;0.434033453;3.118644714
46.77967072;23.67148018;21.03226852;8.100404739;4168.237305;448.2789001;592.7280273;73.54119873;-8.998076439;3067.44496;20885.38867;0.406924337;3.201584816
45.83895111;23.79774094;20.98101234;8.720949173;4155.288086;439.142395;578.3839111;73.68341827;-8.697798729;3049.207992;20295.4082;0.425607771;3.194361448
47.96072769;23.56088257;20.83556366;6.884115696;4140.589355;424.9449463;541.7317505;73.64176941;-8.766431808;3055.97769;20447.13867;0.414127231;3.121703386
46.83480072;23.86806679;20.69509506;8.227385521;4150.098633;441.3986206;562.6573486;73.96990967;-8.746692657;3052.33673;20260.07813;0.394394815;3.242254734
46.28326035;23.1729908;21.20940208;7.947024822;4143.925781;445.0578613;526.9501953;74.25324249;-8.672948837;3051.724596;20169.35938;0.399670154;3.180934191
48.90821838;23.68545914;20.46414566;7.363573551;4136.699707;441.6080322;535.7366943;73.90627289;-8.795564651;3058.618914;20572.17578;0.394316673;3.250583887
48.07284164;23.63170242;21.29476929;7.78742981;4112.483398;443.2600708;556.8151855;74.03548431;-8.827406883;3058.362727;20719.62891;0.402273834;3.173126698
45.0783577;23.81565475;21.31548309;8.031742096;4146.487793;441.7963562;557.9136963;74.15129852;-8.825525284;3055.857232;20775.52539;0.402650833;3.17901206
44.18893433;24.12748337;21.28009987;8.736916542;4150.458984;440.1873474;558.5827637;74.14234924;-8.797046661;3053.470459;20645.59766;0.405895352;3.205588341
48.52217865;23.78316689;21.33449936;7.485044003;4135.782227;446.647522;563.9476929;74.07939148;-8.829435349;3056.292124;20629.37305;0.399450183;3.187592506
46.24139023;23.91770935;21.68839455;8.613170624;4146.515137;437.2950134;548.7722778;73.92816925;-8.791500092;3063.067264;20674.98047;0.384103775;3.2526896
49.70296097;23.59822845;20.77486801;7.134843826;3806.001221;442.5299988;550.7630005;73.80166626;-8.797704697;3053.149362;20632.95898;0.401206017;3.224082232
44.79020691;23.44013786;22.96503639;8.593952179;4148.57959;448.1667175;562.1012573;73.97330475;-8.841962814;3054.522579;20608.96875;0.381120056;3.173178434
41.01074219;22.96202469;23.82000732;10.72155571;4350.436523;441.743927;571.0142212;74.29363251;-8.85158062;3045.028677;20488.96289;0.410261363;3.261091709
42.71164703;23.66107559;23.61287308;10.48489857;4450.536621;15.43950844;565.3394775;72.82233429;-8.790874481;3034.815807;20547.57617;0.40139693;3.212730646
43.34849548;23.25263977;23.49604797;9.577403069;4347.960938;384.9052734;546.9481812;74.1171875;-8.799020767;3066.554238;20717.34766;0.413547963;3.235308886
43.76779938;23.6795311;22.65929222;10.68627548;4344.082031;374.0256958;558.8613281;73.97351837;-8.875054359;3080.715663;21059.78516;0.38161093;3.172832966
45.06465912;23.15263367;23.00879478;9.017842293;4348.805664;388.0570984;579.2088623;73.9319458;-8.890298843;3078.990817;21034.02344;0.406038791;3.236811876
45.53068924;23.34101868;22.07146263;9.512015343;4355.660156;399.0785828;576.1098022;74.09822083;-8.841309547;3061.059775;20912.98047;0.426174104;3.159342527
46.50349426;23.45618629;21.40240097;8.844460487;4367.550293;388.9468689;553.9249268;74.07065582;-8.797229767;3053.208243;20708.3125;0.465778887;3.104188204
46.06397247;23.24492073;22.25149536;9.567925453;4358.408691;398.5471497;554.614624;74.15420532;-8.797929764;3056.36763;20710.35352;0.479368746;3.069421053
47.42161942;23.45130348;21.69563103;8.998991966;4296.700684;403.1774902;555.9025879;73.90822601;-8.795741081;3068.802403;20778.33398;0.534701765;3.1249547
47.20714188;23.59282303;21.06471634;7.877686024;4204.251953;396.3143311;562.3651123;73.82833862;-8.844209671;3081.367496;21047.41992;0.532968044;3.077070236
47.01283646;23.28756332;22.084692;9.417326927;4249.067383;392.7267456;567.6836548;73.97699738;-8.84387207;3087.029594;20944.81445;0.534126222;3.059436321
45.01319122;24.04222298;21.40379906;9.108360291;4247.650391;407.5099792;567.2561646;73.95762634;-8.844250679;3079.140744;20861.49805;0.514024794;3.091273069
43.1980896;23.09479523;23.22539139;9.942872047;4332.83252;407.9386902;597.3022461;74.2647171;-8.845366478;3042.74458;20543.90234;0.490853339;3.151242018
42.8659668;23.03923798;23.57709885;9.468472481;4399.689453;413.5780945;571.6520386;73.95850372;-8.845341682;3028.656736;20702.72852;0.477302104;3.101865768
39.88630295;22.49456596;25.44907951;11.47539139;4540.375488;411.4291687;536.6677856;74.05722046;-8.745775223;3030.521737;20373.79688;0.499912649;3.20782733
42.44013214;23.62919807;22.96243477;11.56705856;4371.693848;412.9781494;538.498291;74.03423309;-8.728378296;3044.406386;20325.38672;0.448290557;3.180097103
43.51634598;23.21724892;23.06552124;10.66306973;4298.851563;417.1600647;521.9835815;73.89468384;-8.693135262;3069.330586;20303.56641;0.446678758;3.231935263
44.2604866;23.4973011;22.33582687;9.994282722;4233.260742;408.1416016;551.3403931;73.82508087;-8.843791962;3095.462237;20787.24805;0.444328129;3.241002321
44.44883347;22.90078926;23.38648033;9.611190796;4350.759277;416.3002014;571.8400879;74.20322418;-8.842668533;3089.363153;20689.97461;0.41928792;3.19809103
42.23469543;23.52790451;22.59928703;11.56769943;4328.407227;405.8139343;572.7349854;74.0812912;-8.83322525;3070.142306;20756.13086;0.444976151;3.162349939
43.46572495;22.96128654;22.83065224;11.29734707;4386.38623;407.2819519;536.8618774;74.30020905;-8.699098587;3063.645438;20073.68945;0.434745371;3.089966297
42.20630646;22.9308815;23.01915169;11.02080917;4266.814941;420.5992432;510.4536133;73.92456818;-8.695260048;3068.123197;20269.0293;0.42039457;3.147677183
45.4942894;22.85442734;22.44166756;9.167701721;4291.785645;397.4789734;548.9887695;73.9552536;-8.745144844;3065.481207;20010.58203;0.414272904;3.028319836
43.36570358;22.78083801;23.03611183;10.97103596;4322.591309;411.5403748;532.8483887;74.05173492;-8.704690933;3056.237899;20021.78516;0.425130337;3.022332191
44.92943573;23.51195717;22.61425209;10.4487009;4270.481934;409.6143799;502.2227173;73.73029327;-8.647017479;3085.710357;20039.73828;0.411148936;2.86879611
46.02005386;23.22316933;21.68592834;9.706059456;4119.019043;407.7584229;489.9486084;73.7831955;-8.796474457;3106.945272;20548.20703;0.408402532;2.963802814
44.37958145;23.34912109;22.82450104;10.05338478;4242.557129;407.3938599;559.2320557;74.1421814;-8.848851204;3088.410757;20698.96484;0.438070446;2.939352036
43.34225464;23.07540703;23.05009651;10.3223753;4334.776855;415.4573669;564.5800781;74.13532257;-8.841040611;3087.643838;20845.92969;0.45044291;2.999138355
43.25613022;23.43390274;22.76138306;11.72900391;4305.785156;424.2887878;546.5529785;73.97219849;-8.894590378;3096.761226;21099.50781;0.428278923;2.922848701
