fecha;ley_alimento;conc_gravimetria;rlv_scv;conc_clean;alim_sulf;rlv_colum;conc_colum;alim_roug;conc_desp;hum_desp;nivel_colchon;presion_cav;flujo_aire;flujo_Agua;valv_descarga;frecuencia_bomba;ratio_conc;rec_colum;factor_met
18/11/2021 01:00;0.80;32.28;0.17;10.37;0.57;5.20;29.19;0.61;33.14;7.00;103.83;29.98;22.34;3.50;38.92;59.99;2.81485053;60.66184761;188.8297436
18/11/2021 03:00;0.82;32.89;0.18;10.51;0.57;4.93;29.74;0.59;32.44;8.21;104.21;29.97;22.11;3.50;39.11;59.99;2.829686013;63.64227309;199.1621657
18/11/2021 05:00;0.83;34.03;0.18;11.18;0.59;4.78;33.94;0.60;32.93;7.76;104.60;29.97;20.08;3.50;41.72;59.99;3.035778175;66.62887628;202.8068569
18/11/2021 07:00;0.84;44.61;0.17;12.59;0.56;6.22;31.57;0.61;34.01;7.49;104.98;29.97;21.75;3.50;33.11;59.99;2.507545671;63.01012199;223.2630296
18/11/2021 09:00;0.85;38.49;0.17;12.06;0.55;5.34;26.89;0.58;34.61;7.57;105.37;29.97;22.55;3.50;35.91;59.99;2.229684909;69.52892152;221.9044933
18/11/2021 11:00;0.83;35.08;0.10;14.91;0.58;5.26;23.19;0.60;32.18;7.37;105.75;29.97;25.04;3.50;31.55;59.99;1.555331992;83.70860972;196.9482246
18/11/2021 13:00;0.84;37.54;0.16;14.33;0.57;5.18;21.22;0.57;32.84;7.50;106.14;29.97;25.92;3.50;35.72;59.99;1.480809491;84.47261121;221.2911253
18/11/2021 15:00;0.86;33.26;0.16;12.11;0.53;4.88;22.80;0.65;31.33;7.52;106.52;29.98;25.74;3.50;33.47;59.99;1.882741536;75.96105639;208.62632
18/11/2021 17:00;0.83;35.15;0.16;11.75;0.54;4.95;24.17;0.56;30.42;7.70;106.91;30.00;24.00;3.50;37.62;59.99;2.057021277;72.77702748;217.7117035
18/11/2021 19:00;0.84;47.91;0.17;11.65;0.58;5.20;30.84;0.57;32.16;8.77;107.29;30.01;21.06;3.50;39.15;59.99;2.6472103;66.59323884;273.8611221
18/11/2021 21:00;0.83;42.78;0.18;10.00;0.56;5.01;31.82;0.55;34.41;7.51;107.68;30.01;21.20;3.50;38.97;59.99;3.182;59.22484148;253.3638718
18/11/2021 23:00;0.82;37.15;0.17;10.59;0.55;4.52;25.28;0.57;33.53;7.91;108.07;30.01;23.17;3.50;37.56;59.99;2.387157696;69.79791529;244.8529323
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
